video_id,video_url,title,video_type,published_at,channel_id,channel_title,channel_url,source_person_ids,source_person_names,source_team_names,source_seasons,division,detected_season_id,detected_week,detected_stage,detected_round,match_status,best_match_id,confidence,confidence_tier,match_basis,confidence_explanation,perspective_person,opponent,view_count,like_count,comment_count,duration,duration_seconds,stats_fetched_at,views_baseline_median,views_multiplier,views_percentile,views_z_score,video_highlight_reasons,views_week_factor,views_opponent_factor,views_expected,views_trend_multiplier,views_trend_percentile,views_trend_z_score,views_trend_highlight_reasons,source_urls
9-psunR-Ips,https://www.youtube.com/watch?v=9-psunR-Ips,GPL [S6] - Spieltag 10 - vs. Aggron Berlin: Teambuilding!,teambuilding,2019-06-18T12:00:02Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,,season_006,10,regular_season,,teambuilding,,,,,,Bene,,1289,65,14,PT38M40S,2320,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=9-psunR-Ips;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
0O5Cmnm3wTc,https://www.youtube.com/watch?v=0O5Cmnm3wTc,GPL [S6] - Teambuilding Spieltag 10 - vs. KleinSteins;Gate,teambuilding,2019-06-18T14:03:11Z,UCIgpF-qa1qagv0Xg2O5_6RQ,Tabasco TV,https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ,person_tabasco_tv,Tabasco TV,Aggron Berlin;Insirnapes,season_004;season_006;season_007,,season_006,10,regular_season,,teambuilding,,,,,,Tabasco TV,,2188,162,31,PT49M29S,2969,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=0O5Cmnm3wTc;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ
vvBq3o-ndYo,https://www.youtube.com/watch?v=vvBq3o-ndYo,GPL [S6] - Spieltag 10 - vs. Tectass Toppas: Teambuilding,teambuilding,2019-06-18T17:00:13Z,UCYdaMHNraDfWMxVTlrlnK6w,Cabgolord,https://www.youtube.com/c/Cabgolord,person_fnupa,Cabgolord,Blades Enforcer;Cabgosport;Doomforce;Slicing Knights,season_002;season_003;season_004;season_005;season_006,,season_006,10,regular_season,,teambuilding,,,,,,Cabgolord,,423,19,1,PT20M33S,1233,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=vvBq3o-ndYo;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord
IXd06YPk28Y,https://www.youtube.com/watch?v=IXd06YPk28Y,GPL [S6] - Spieltag 10 - vs. Strubbelohrbande: Team Building,teambuilding,2019-06-18T18:49:22Z,UC9IbY6Z6TYU7xyc5_cgJpLg,BelmontGabriel,https://www.youtube.com/user/BelmontGabriel,person_belmontgabriel,BelmontGabriel,Igalima Impoleon;Niemandsland;Symphonic Swellow;Victory Instinct,season_005;season_006;season_007;season_008;season_009,,season_006,10,regular_season,,teambuilding,,,,,,BelmontGabriel,,325,16,2,PT9M22S,562,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=IXd06YPk28Y;https://www.youtube.com/user/BelmontGabriel;https://www.youtube.com/user/BelmontgabrielLP
K_0OqkfD1BY,https://www.youtube.com/watch?v=K_0OqkfD1BY,🔹Kampf gegen den Titelverteidiger! • GPL [S6] • Spieltag 10 • vs. Niemandsland🔹,game,2019-06-19T11:00:05Z,UCJ8Y8NmqYYVuW8wOoIbGP0g,Craycom,https://www.youtube.com/channel/UCJ8Y8NmqYYVuW8wOoIbGP0g,person_craycom,Craycom,Strubbelohr Bande;Weavile Ga Kill,season_005;season_006,Moon Conference,season_006,10,regular_season,,matched,season_006_schedule_0116,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 10; channel identifies Craycom; title names BelmontGabriel as opponent; channel and title identify opposite sides,Craycom,BelmontGabriel,832,35,11,PT15M,900,2026-06-19T11:59:12Z,892,0.93,0.45,-0.11,,0.9,1.01,814.7,1.02,0.71,0.3,,https://www.youtube.com/watch?v=K_0OqkfD1BY;https://www.youtube.com/channel/UCJ8Y8NmqYYVuW8wOoIbGP0g;https://www.youtube.com/user/Craycom
vNwrffj66Ro,https://www.youtube.com/watch?v=vNwrffj66Ro,GPL [S6] - Spieltag 10 - vs. Strubbelohrbande: Das doppelte Lottchen,game,2019-06-19T11:00:10Z,UC9IbY6Z6TYU7xyc5_cgJpLg,BelmontGabriel,https://www.youtube.com/user/BelmontGabriel,person_belmontgabriel,BelmontGabriel,Igalima Impoleon;Niemandsland;Symphonic Swellow;Victory Instinct,season_005;season_006;season_007;season_008;season_009,Moon Conference,season_006,10,regular_season,,matched,season_006_schedule_0116,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 10; channel identifies BelmontGabriel; title names Craycom as opponent; channel and title identify opposite sides,BelmontGabriel,Craycom,1542,81,20,PT26M29S,1589,2026-06-19T11:59:12Z,1542,1,0.54,0,,0.9,1.01,1412.4,1.09,0.86,0.94,,https://www.youtube.com/watch?v=vNwrffj66Ro;https://www.youtube.com/user/BelmontGabriel;https://www.youtube.com/user/BelmontgabrielLP
09FwzDiTnmM,https://www.youtube.com/watch?v=09FwzDiTnmM,GPL [S6] - Spieltag 10 - vs. KleinSteins;Gate: Mehr GPL geht nicht,game,2019-06-19T12:00:01Z,UCIgpF-qa1qagv0Xg2O5_6RQ,Tabasco TV,https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ,person_tabasco_tv,Tabasco TV,Aggron Berlin;Insirnapes,season_004;season_006;season_007,Moon Conference,season_006,10,regular_season,,matched,season_006_schedule_0118,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 10; channel identifies Tabasco TV; title names Bene as opponent; channel and title identify opposite sides,Tabasco TV,Bene,5292,309,44,PT1H8M44S,4124,2026-06-19T11:59:12Z,5292,1,0.54,0,,0.9,1,4786.9,1.11,0.89,1.06,,https://www.youtube.com/watch?v=09FwzDiTnmM;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ
A6EYCynDRt8,https://www.youtube.com/watch?v=A6EYCynDRt8,GPL [S6] - Spieltag 10 - vs. Aggron Berlin: Das ist Pokémon!,game,2019-06-19T12:00:02Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,Moon Conference,season_006,10,regular_season,,matched,season_006_schedule_0118,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 10; channel identifies Bene; title names Tabasco TV as opponent; channel and title identify opposite sides,Bene,Tabasco TV,2521,168,22,PT1H5M23S,3923,2026-06-19T11:59:12Z,2787,0.9,0.25,-0.41,,0.9,1,2521,1,0.62,0.1,,https://www.youtube.com/watch?v=A6EYCynDRt8;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
GktjXfSaL7o,https://www.youtube.com/watch?v=GktjXfSaL7o,"""Zermahlt!"" - GPL [S6] - Spieltag 10 - vs. Little Litleos",game,2019-06-19T13:00:02Z,UCaREReJF2zaZibzTTi4vMAw,ElektechN9ne,https://www.youtube.com/user/ElektechN9ne,person_elektechn9ne,ElektechN9ne,Elekid's Club;Elekids Club;Royal Bluff,season_005;season_006;season_007;season_008;season_009,Moon Conference,season_006,10,regular_season,,matched,season_006_schedule_0120,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 10; channel identifies ElektechN9ne; title names Art'n'Gaming as opponent; channel and title identify opposite sides,ElektechN9ne,Art'n'Gaming,1242,85,17,PT17M40S,1060,2026-06-19T11:59:12Z,1539,0.81,0.15,-0.67,,0.9,1.06,1472.2,0.84,0.22,-1.52,,https://www.youtube.com/watch?v=GktjXfSaL7o;https://www.youtube.com/user/ElektechN9ne
FgIRV4veGic,https://www.youtube.com/watch?v=FgIRV4veGic,[GPL S6] Das KILLERPFERDCHEN und die ROTEN BALKEN | Spieltag #10: vs. Lazycakes,game,2019-06-19T14:00:03Z,UC9YQK42JQGnwYJcZCpMGeDQ,Nestfloh,https://www.youtube.com/user/ElcioBuchLP,person_nestfloh,Nestfloh,Flutschige Zäpfchen,season_006;season_007;season_008,Sun Conference,season_006,10,regular_season,,matched,season_006_schedule_0056,85,high,"season,week,title",matched season season_006; matched week 10; title names Maxi von Vogel as opponent,,Maxi von Vogel,2885,169,23,PT46M41S,2801,2026-06-19T11:59:12Z,3311.5,0.87,0.07,-0.74,,0.87,1,2885,1,0.63,0.2,,https://www.youtube.com/watch?v=FgIRV4veGic;https://www.youtube.com/user/ElcioBuchLP;https://www.youtube.com/user/Nestfloh
fOUoYs_QbFw,https://www.youtube.com/watch?v=fOUoYs_QbFw,Dauni ist der Coole hier auf dem Kanal  - GPL [S6] - Spieltag 10 - vs. Flutschige Zäpfchen | Dauni,game,2019-06-19T14:00:06Z,UCUAGhSJWXrCuTyWhotRWEeg,Team Mauni,https://www.youtube.com/user/TeamMauni,person_maxi_von_vogel,Maxi von Vogel,Lazycakes;Youngstars,season_006,Sun Conference,season_006,10,regular_season,,matched,season_006_schedule_0056,85,high,"season,week,channel",matched season season_006; matched week 10; channel identifies Maxi von Vogel,Maxi von Vogel,Scoutley,1570,114,15,PT15M55S,955,2026-06-19T11:59:12Z,1911,0.82,0.22,-0.71,,0.87,1.07,1788.9,0.88,0.32,-0.57,,https://www.youtube.com/watch?v=fOUoYs_QbFw;https://www.youtube.com/user/TeamMauni
amALrUrQpXA,https://www.youtube.com/watch?v=amALrUrQpXA,GPL [S6] - Spieltag 10 - vs. Blades Enforcer: Nur ein D-Pick haben sie gesagt .... LOL,game,2019-06-19T16:00:01Z,UCQgltvBttK8SuEXTAajWs4Q,RegiBang,https://www.youtube.com/user/RegiBang,person_regibang,RegiBang,Flexing Masskito;Glorious Emperors;Launching Dragapults;Lucha Libres;Pillar Mons;Tectass Toppas,season_002;season_003;season_004;season_006;season_007;season_008,Moon Conference,season_006,10,regular_season,,matched,season_006_schedule_0126,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 10; channel identifies RegiBang; title names Cabgolord as opponent; channel and title identify opposite sides,RegiBang,Cabgolord,7859,434,60,PT42M25S,2545,2026-06-19T11:59:12Z,9099,0.86,0.18,-0.67,,0.9,1,8230.6,0.95,0.39,-0.34,,https://www.youtube.com/watch?v=amALrUrQpXA;https://www.youtube.com/user/RegiBang
OcJWIn41UAg,https://www.youtube.com/watch?v=OcJWIn41UAg,GPL [S6] - Spieltag 10 - vs. Tectass Toppas: Letzte Versuche,game,2019-06-19T16:00:05Z,UCYdaMHNraDfWMxVTlrlnK6w,Cabgolord,https://www.youtube.com/c/Cabgolord,person_fnupa,Cabgolord,Blades Enforcer;Cabgosport;Doomforce;Slicing Knights,season_002;season_003;season_004;season_005;season_006,Moon Conference,season_006,10,regular_season,,matched,season_006_schedule_0126,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 10; channel identifies Cabgolord; title names RegiBang as opponent; channel and title identify opposite sides,Cabgolord,RegiBang,1704,99,5,PT19M48S,1188,2026-06-19T11:59:12Z,1563,1.09,0.64,0.45,,0.9,1,1415.9,1.2,0.94,1.87,Top 10% trendbereinigt,https://www.youtube.com/watch?v=OcJWIn41UAg;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord
5GuH8hdOWEA,https://www.youtube.com/watch?v=5GuH8hdOWEA,GPL [S6] - Spieltag 10 - vs. Crinchilla: I call Skill!,game,2019-06-21T15:00:00Z,UCzftb8-k3NwLilR5X7q-org,Strato,https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org,person_stratocopter_tv,Stratocopter TV,Crustle Crusaders,season_005;season_006,Moon Conference,season_006,10,regular_season,,matched,season_006_schedule_0124,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 10; channel identifies Stratocopter TV; title names CaptainCrinch as opponent; channel and title identify opposite sides,Stratocopter TV,CaptainCrinch,931,64,18,PT25M18S,1518,2026-06-19T11:59:12Z,1435,0.65,0.1,-2.76,,0.9,1,1298,0.72,0.16,-3.08,,https://www.youtube.com/watch?v=5GuH8hdOWEA;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org;https://www.youtube.com/user/StratocopterTV
RA163DPH6VA,https://www.youtube.com/watch?v=RA163DPH6VA,GPL [S6] - Spieltag 10 - vs. Crustle Crusader - Stratocockter,game,2019-06-21T15:00:09Z,UCxw9kUfbp4Az1upPSFGtolw,Crinchy,https://www.youtube.com/user/CaptainCrinch,person_captaincrinch,CaptainCrinch,Crinchilla;Suicide Squad,season_002;season_003;season_004;season_005;season_006;season_007,Moon Conference,season_006,10,regular_season,,matched,season_006_schedule_0124,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 10; channel identifies CaptainCrinch; title names Stratocopter TV as opponent; channel and title identify opposite sides,CaptainCrinch,Stratocopter TV,1190,82,22,PT10M6S,606,2026-06-19T11:59:12Z,2227.5,0.53,0.1,-2.72,,0.9,1,2014.9,0.59,0.06,-4.94,,https://www.youtube.com/watch?v=RA163DPH6VA;https://www.youtube.com/user/CaptainCrinch
a69Ucbo5kHc,https://www.youtube.com/watch?v=a69Ucbo5kHc,GPL [S6] - Spieltag 11 - vs. SchleuderGang | Teambuilding,teambuilding,2019-06-22T10:00:01Z,UCkEEHak-dPeI11YkalQczRQ,PokéBazi,https://www.youtube.com/c/PokeBazi,person_pokebazi,PokeBazi,Krebuknackis;Pokebassis;Psychic Bazis;Schnittlauchs;Therapiepi,season_002;season_003;season_004;season_005;season_006;season_007,,season_006,11,regular_season,,teambuilding,,,,,,PokeBazi,,859,66,2,PT13M16S,796,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=a69Ucbo5kHc;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi
JorQvdw-HAA,https://www.youtube.com/watch?v=JorQvdw-HAA,GPL [S6] - Spieltag 11 - vs. Soulstealer: Team Building!,teambuilding,2019-06-22T11:00:04Z,UC88v-X5lbES2qHLWkFjQAEg,Barry D. Sin of Speed,https://www.youtube.com/c/BarryDSinOfSpeed,person_barry_d_sin_of_speed;person_impeldowntv,Barry D. Sin of Speed;ImpelDownTV,Akatsuki Amphibianz;Holy Fairies;Marvelous Speedsters;Nova Dragons;Skywalking Zacians,season_004;season_005;season_006;season_007;season_008;season_009,,season_006,11,regular_season,,teambuilding,,,,,,Barry D. Sin of Speed,,453,21,4,PT10M53S,653,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=JorQvdw-HAA;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg
7GSJjlMZkSI,https://www.youtube.com/watch?v=7GSJjlMZkSI,GPL [S6] - Spieltag 11 - vs. Prekani: Team Building!,teambuilding,2019-06-22T12:00:01Z,UCYevwQNPMkCYqlUCNzERDAA,BlackLink,https://www.youtube.com/c/BlackLink,person_blacklink,BlackLink,Abyssal Nightmare;Majora's Maskeregen;Nose to Order;Royal Bluff;Silver Fang;Stardew Silvally,season_004;season_005;season_006;season_007;season_008;season_009,,season_006,11,regular_season,,teambuilding,,,,,,BlackLink,,338,17,2,PT18M26S,1106,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=7GSJjlMZkSI;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996
ADFAY05GLhI,https://www.youtube.com/watch?v=ADFAY05GLhI,GPL [S6] - Spieltag 11 [Teambuilding] - VS. Grippebärchen,teambuilding,2019-06-22T13:00:00Z,UCUAGhSJWXrCuTyWhotRWEeg,Team Mauni,https://www.youtube.com/user/TeamMauni,person_maxi_von_vogel,Maxi von Vogel,Lazycakes;Youngstars,season_006,,season_006,11,regular_season,,teambuilding,,,,,,Maxi von Vogel,,346,25,5,PT20M26S,1226,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=ADFAY05GLhI;https://www.youtube.com/user/TeamMauni
SoozorjczvE,https://www.youtube.com/watch?v=SoozorjczvE,GPL [S6] - Spieltag 11 - vs. Majora's Maskeregen: Team Building!,teambuilding,2019-06-22T13:00:06Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,,season_006,11,regular_season,,teambuilding,,,,,,PresentLP,,2770,183,26,PT20M45S,1245,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=SoozorjczvE;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
G9reLfhtX8o,https://www.youtube.com/watch?v=G9reLfhtX8o,GPL [S6] - Spieltag 11 - vs. Rising Delibirds: Team Building,teambuilding,2019-06-22T15:14:21Z,UCXJ5whew7vZ8zr-SRMt8q2A,Minetube,https://www.youtube.com/user/Minetube13,person_minetube,Minetube,Akatsuki Amphibianz;Throes Mad;Triyolotree,season_003;season_004;season_005;season_006;season_009;season_010,,season_006,11,regular_season,,teambuilding,,,,,,Minetube,,524,34,1,PT13M10S,790,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=G9reLfhtX8o;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
FTRwHFJRNYc,https://www.youtube.com/watch?v=FTRwHFJRNYc,GPL [S6] - Spieltag 11 - vs. SchleuderGang | Urrrr!,game,2019-06-23T10:00:05Z,UCkEEHak-dPeI11YkalQczRQ,PokéBazi,https://www.youtube.com/c/PokeBazi,person_pokebazi,PokeBazi,Krebuknackis;Pokebassis;Psychic Bazis;Schnittlauchs;Therapiepi,season_002;season_003;season_004;season_005;season_006;season_007,Sun Conference,season_006,11,regular_season,,matched,season_006_schedule_0062,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 11; channel identifies PokeBazi; title names Lauris as opponent; channel and title identify opposite sides,PokeBazi,Lauris,3075,281,70,PT18M58S,1138,2026-06-19T11:59:12Z,3418.5,0.9,0.14,-0.85,,0.9,1,3083.1,1,0.56,0.19,,https://www.youtube.com/watch?v=FTRwHFJRNYc;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi
hqBYEGRXxXo,https://www.youtube.com/watch?v=hqBYEGRXxXo,GPL Season 6 | Spieltag 11 vs Pokébassis | 50% Beeren hassen diesen Trick!,game,2019-06-23T10:00:08Z,UCShFh4OGH23GfshxfIfvcjA,Lauris,https://www.youtube.com/c/LaurisEnteitainment,person_lauris,Lauris,Enteigeddon*³ **¹;Enteikutierung;Schleudergang;Shockwaving Magearnas,season_003;season_004;season_005;season_006,Sun Conference,season_006,11,regular_season,,matched,season_006_schedule_0062,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 11; channel identifies Lauris; title names PokeBazi as opponent; channel and title identify opposite sides,Lauris,PokeBazi,2986,176,39,PT18M49S,1129,2026-06-19T11:59:12Z,2833,1.05,0.58,0.24,,0.9,1.04,2658,1.12,0.82,0.89,,https://www.youtube.com/watch?v=hqBYEGRXxXo;https://www.youtube.com/c/LaurisEnteitainment;https://www.youtube.com/channel/UCShFh4OGH23GfshxfIfvcjA
OhnFtVnjhK8,https://www.youtube.com/watch?v=OhnFtVnjhK8,GPL [S6] - Spieltag 11 - vs. Soulstealer: Die katastrophale Welle?,game,2019-06-23T11:00:02Z,UC88v-X5lbES2qHLWkFjQAEg,Barry D. Sin of Speed,https://www.youtube.com/c/BarryDSinOfSpeed,person_barry_d_sin_of_speed;person_impeldowntv,Barry D. Sin of Speed;ImpelDownTV,Akatsuki Amphibianz;Holy Fairies;Marvelous Speedsters;Nova Dragons;Skywalking Zacians,season_004;season_005;season_006;season_007;season_008;season_009,Sun Conference,season_006,11,regular_season,,matched,season_006_schedule_0064,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 11; channel identifies Barry D. Sin of Speed; title names Raizor as opponent; channel and title identify opposite sides,Barry D. Sin of Speed,Raizor,1487,98,34,PT10M20S,620,2026-06-19T11:59:12Z,2185,0.68,0.4,-0.67,,0.9,1,1970.6,0.75,0.17,-1.46,,https://www.youtube.com/watch?v=OhnFtVnjhK8;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg
QDzVYQRkEhg,https://www.youtube.com/watch?v=QDzVYQRkEhg,GPL [S6] - Spieltag 11 - vs. Nova Dragons: KOKO LUCHA HAHA!,game,2019-06-23T11:00:08Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Sun Conference,season_006,11,regular_season,,matched,season_006_schedule_0064,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 11; channel identifies Raizor; title names Barry D. Sin of Speed as opponent; channel and title identify opposite sides,Raizor,Barry D. Sin of Speed,6304,356,55,PT16M45S,1005,2026-06-19T11:59:12Z,10020,0.63,0.09,-3.39,,0.9,1,9078.3,0.69,0.14,-1.95,,https://www.youtube.com/watch?v=QDzVYQRkEhg;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
-GulsgkLabw,https://www.youtube.com/watch?v=-GulsgkLabw,GPL [S6] - Spieltag 11 - vs. Prekani: Volles Risiko!,game,2019-06-23T12:00:00Z,UCYevwQNPMkCYqlUCNzERDAA,BlackLink,https://www.youtube.com/c/BlackLink,person_blacklink,BlackLink,Abyssal Nightmare;Majora's Maskeregen;Nose to Order;Royal Bluff;Silver Fang;Stardew Silvally,season_004;season_005;season_006;season_007;season_008;season_009,Sun Conference,season_006,11,regular_season,,matched,season_006_schedule_0066,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 11; channel identifies BlackLink; title names PresentLP as opponent; channel and title identify opposite sides,BlackLink,PresentLP,589,46,16,PT46M12S,2772,2026-06-19T11:59:12Z,1226,0.48,0.09,-1.06,,0.9,1,1105.7,0.53,0.05,-3.51,,https://www.youtube.com/watch?v=-GulsgkLabw;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996
xd_sMM6Z5Yo,https://www.youtube.com/watch?v=xd_sMM6Z5Yo,GPL [S6] - Spieltag 11 - vs. Majora's Maskeregen: Achtlos? [+ Live Version],game,2019-06-23T12:00:09Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Sun Conference,season_006,11,regular_season,,matched,season_006_schedule_0066,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 11; channel identifies PresentLP; title names BlackLink as opponent; channel and title identify opposite sides,PresentLP,BlackLink,9113,515,41,PT15M29S,929,2026-06-19T11:59:12Z,9584.5,0.95,0.25,-0.48,,0.9,1.09,9429.5,0.97,0.5,0,,https://www.youtube.com/watch?v=xd_sMM6Z5Yo;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
63mSA386y4c,https://www.youtube.com/watch?v=63mSA386y4c,GPL [S6] - Spieltag 11 - vs. YoungStars: Ein laaaanges Ende!,game,2019-06-23T13:00:01Z,UCcBR8JgFy8xL4geV16n9BFA,Hydronic,https://www.youtube.com/channel/UCcBR8JgFy8xL4geV16n9BFA,person_hydronic,Hydronic,Grippebärchen,season_006,Sun Conference,season_006,11,regular_season,,matched,season_006_schedule_0068,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 11; channel identifies Hydronic; title names Maxi von Vogel as opponent; channel and title identify opposite sides,Hydronic,Maxi von Vogel,514,39,12,PT28M41S,1721,2026-06-19T11:59:12Z,1175.5,0.44,0.1,-1.07,,0.9,1,1060.2,0.48,0.03,-4.07,,https://www.youtube.com/watch?v=63mSA386y4c;https://www.youtube.com/channel/UCcBR8JgFy8xL4geV16n9BFA
QTGm7FEQ3QI,https://www.youtube.com/watch?v=QTGm7FEQ3QI,Raikou der Halbstarke! - GPL [S6] - Spieltag 11 - VS. Grippebärchen,game,2019-06-23T13:00:04Z,UCUAGhSJWXrCuTyWhotRWEeg,Team Mauni,https://www.youtube.com/user/TeamMauni,person_maxi_von_vogel,Maxi von Vogel,Lazycakes;Youngstars,season_006,Sun Conference,season_006,11,regular_season,,matched,season_006_schedule_0068,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 11; channel identifies Maxi von Vogel; title names Hydronic as opponent; channel and title identify opposite sides,Maxi von Vogel,Hydronic,2013,115,19,PT22M14S,1334,2026-06-19T11:59:12Z,1911,1.05,0.57,0.19,,0.9,1,1728,1.16,0.85,1.1,,https://www.youtube.com/watch?v=QTGm7FEQ3QI;https://www.youtube.com/user/TeamMauni
lYZq2BwkIKc,https://www.youtube.com/watch?v=lYZq2BwkIKc,GPL [S6] - Spieltag 11 - vs. Rising Delibirds: Alles oder nichts.,game,2019-06-23T14:00:05Z,UCXJ5whew7vZ8zr-SRMt8q2A,Minetube,https://www.youtube.com/user/Minetube13,person_minetube,Minetube,Akatsuki Amphibianz;Throes Mad;Triyolotree,season_003;season_004;season_005;season_006;season_009;season_010,Sun Conference,season_006,11,regular_season,,matched,season_006_schedule_0070,100,high,"season,week,channel,title,both_sides",matched season season_006; matched week 11; channel identifies Minetube; title names Scoutley as opponent; channel and title identify opposite sides,Minetube,Scoutley,2505,158,33,PT16M37S,997,2026-06-19T11:59:12Z,2515,1,0.46,-0.01,,0.9,1.07,2437.2,1.03,0.67,0.36,,https://www.youtube.com/watch?v=lYZq2BwkIKc;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
mJSqeRr_fhU,https://www.youtube.com/watch?v=mJSqeRr_fhU,GPL [S6] - Spieltag 11 - vs. Strubbelohr Bande: Teambuilding!,teambuilding,2019-06-25T12:00:07Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,,season_006,11,regular_season,,teambuilding,,,,,,Bene,,737,45,4,PT27M16S,1636,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=mJSqeRr_fhU;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
