video_id,video_url,title,video_type,published_at,channel_id,channel_title,channel_url,source_person_ids,source_person_names,source_team_names,source_seasons,division,detected_season_id,detected_week,detected_stage,detected_round,match_status,best_match_id,confidence,confidence_tier,match_basis,confidence_explanation,perspective_person,opponent,view_count,like_count,comment_count,duration,duration_seconds,stats_fetched_at,views_baseline_median,views_multiplier,views_percentile,views_z_score,video_highlight_reasons,views_week_factor,views_opponent_factor,views_expected,views_trend_multiplier,views_trend_percentile,views_trend_z_score,views_trend_highlight_reasons,source_urls
L0QVu2ho6Fc,https://www.youtube.com/watch?v=L0QVu2ho6Fc,GPL [S3] - Spieltag 7 - vs. Krebuknackis: Mamutel ist eh nur´n Filler,game,2016-03-13T14:00:00Z,UCxw9kUfbp4Az1upPSFGtolw,Crinchy,https://www.youtube.com/user/CaptainCrinch,person_captaincrinch,CaptainCrinch,Crinchilla;Suicide Squad,season_002;season_003;season_004;season_005;season_006;season_007,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0175,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 7; channel identifies CaptainCrinch; title names PokeBazi as opponent; channel and title identify opposite sides,CaptainCrinch,PokeBazi,1565,77,16,PT30M20S,1820,2026-06-19T11:59:12Z,1340,1.17,0.69,0.48,,1.11,1,1485,1.05,0.7,0.34,,https://www.youtube.com/watch?v=L0QVu2ho6Fc;https://www.youtube.com/user/CaptainCrinch
137iZhaaGIo,https://www.youtube.com/watch?v=137iZhaaGIo,GPL [S3] - Spieltag 7 - vs. Persian Carpets: ...!,game,2016-03-13T15:00:00Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0177,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 7; channel identifies SurskitTV; title names Parsifani as opponent; channel and title identify opposite sides,SurskitTV,Parsifani,1857,102,35,PT24M49S,1489,2026-06-19T11:59:12Z,1406,1.32,0.74,0.66,,1.11,1,1561,1.19,0.85,0.98,,https://www.youtube.com/watch?v=137iZhaaGIo;https://www.youtube.com/user/SurskitTV
Re0tES0pNdw,https://www.youtube.com/watch?v=Re0tES0pNdw,GPL [S3] - Spieltag 7 - Melting Mamoswines VS. Cold Launcher: Voll auf die Nase!,game,2016-03-13T17:00:00Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0181,85,high,"season,week,title",matched season season_003; matched week 7; title names FanmadeLetsPlay as opponent,,FanmadeLetsPlay,362,21,2,PT27M56S,1676,2026-06-19T11:59:12Z,652,0.56,0.1,-2.6,,1.11,1,722.6,0.5,0.02,-3.6,,https://www.youtube.com/watch?v=Re0tES0pNdw;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
vGyAvLh-wcw,https://www.youtube.com/watch?v=vGyAvLh-wcw,GPL [S3] - Spieltag 07 - vs. Melting Mamoswines - Schlüsselszenen!,game,2016-03-13T17:00:02Z,UCTsCVFcd5SGyQFd7CK7DCpA,FanmadeTim,https://www.youtube.com/user/FanmadeLetsPlay,person_fanmadeletsplay,FanmadeLetsPlay,Coldlauncher;CroakDrop;Nocturne*,season_001;season_002;season_003,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0181,85,high,"season,week,channel",matched season season_003; matched week 7; channel identifies FanmadeLetsPlay,FanmadeLetsPlay,Lauris,3487,228,16,PT16M55S,1015,2026-06-19T11:59:12Z,3187,1.09,0.73,0.62,,1.11,1,3534.2,0.99,0.49,-0.01,,https://www.youtube.com/watch?v=vGyAvLh-wcw;https://www.youtube.com/user/FanmadeLetsPlay;https://www.youtube.com/user/FanmadeLetsplay
GqvM9nU-Xec,https://www.youtube.com/watch?v=GqvM9nU-Xec,GPL [S3] - Spieltag 7 - vs. Pawsome: Zeit zum rumspuken!,game,2016-03-14T15:00:00Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0179,85,high,"season,week,channel",matched season season_003; matched week 7; channel identifies Raizor,Raizor,Shiro,8377,349,64,PT17M7S,1027,2026-06-19T11:59:12Z,5604,1.49,0.88,1.17,,1.11,1,6210.5,1.35,0.92,1.65,Top 10% trendbereinigt,https://www.youtube.com/watch?v=GqvM9nU-Xec;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
S0zauNt8qYo,https://www.youtube.com/watch?v=S0zauNt8qYo,GPL [S3] - Spieltag 7 - vs. Munich Magbys: Kampf der Minderheiten.,game,2016-03-16T12:00:01Z,UCG6UXIiRRLhEy41KELgLcvA,Shizumania | Emreatrix,https://www.youtube.com/user/Shizumania,person_shizumania,Shizumania,Buzzingmaniacs*³,season_002;season_003,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0353,85,high,"season,week,channel",matched season season_003; matched week 7; channel identifies Shizumania,Shizumania,Shiro,849,64,4,PT38M34S,2314,2026-06-19T11:59:12Z,861.5,0.99,0.5,-0.03,,1.11,1,954.7,0.89,0.32,-0.56,,https://www.youtube.com/watch?v=S0zauNt8qYo;https://www.youtube.com/user/Shizumania
6x6MGL4tcp4,https://www.youtube.com/watch?v=6x6MGL4tcp4,GPL [S3] - Spieltag 7 - vs. Hurricane Heracross: Der mit dem Drachen tanzt,game,2016-03-16T13:00:00Z,UCYdaMHNraDfWMxVTlrlnK6w,Cabgolord,https://www.youtube.com/c/Cabgolord,person_fnupa,Cabgolord,Blades Enforcer;Cabgosport;Doomforce;Slicing Knights,season_002;season_003;season_004;season_005;season_006,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0355,85,high,"season,week,channel",matched season season_003; matched week 7; channel identifies Cabgolord,Cabgolord,Burakio,570,46,2,PT18M38S,1118,2026-06-19T11:59:12Z,438.5,1.3,0.73,1.02,,1.11,1.14,552.3,1.03,0.65,0.23,,https://www.youtube.com/watch?v=6x6MGL4tcp4;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord
hbeRpy_6zSA,https://www.youtube.com/watch?v=hbeRpy_6zSA,GPL [S3] - Spieltag 7 - vs. Arminia Bisharps: Das Lokal-Derby,game,2016-03-16T14:00:01Z,UCkbb8m4aj08WN7LlnQ2BM9g,TheMiiFii,https://www.youtube.com/user/TheMiiFii,person_themiifii,TheMiiFii,Dreaded Dittos,season_003;season_004,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0357,85,high,"season,week,channel",matched season season_003; matched week 7; channel identifies TheMiiFii,TheMiiFii,Leinux,3029,128,9,PT25M,1500,2026-06-19T11:59:12Z,3014.5,1,0.58,0.02,,1.11,1,3340.8,0.91,0.35,-0.46,,https://www.youtube.com/watch?v=hbeRpy_6zSA;https://www.youtube.com/user/TheMiiFii
gQFtzlhmnUY,https://www.youtube.com/watch?v=gQFtzlhmnUY,GPL [S3] - Spieltag 7 - vs. TheMiiFii: Meine Drunken plays,game,2016-03-16T14:00:30Z,UCUvKgUfqnKVuyChAL1ZYPYg,Leinux,https://www.youtube.com/user/Leinux2,person_leinux,Leinux,Meowseyside,season_003;season_004,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0357,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 7; channel identifies Leinux; title names TheMiiFii as opponent; channel and title identify opposite sides,Leinux,TheMiiFii,300,21,18,PT9M19S,559,2026-06-19T11:59:12Z,240,1.25,0.7,0.63,,1.11,1,266,1.13,0.79,0.7,,https://www.youtube.com/watch?v=gQFtzlhmnUY;https://www.youtube.com/user/Leinux2
MeezSRkXGuk,https://www.youtube.com/watch?v=MeezSRkXGuk,GPL [S3] - Spieltag 7 Vs. Undead Scrafty | Schockmomente,game,2016-03-16T15:00:00Z,UCqAKZ9OEu9Fx1fkW1UtXNEQ,BraveBirdthemall,https://www.youtube.com/channel/UCqAKZ9OEu9Fx1fkW1UtXNEQ,person_bravebirdgames;person_maxi_von_vogel,BraveBirdGames;Maxi von Vogel,Fen and Gator;Rexcalybur,season_003;season_008;season_009,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0359,85,high,"season,week,channel",matched season season_003; matched week 7; channel identifies BraveBirdGames,BraveBirdGames,PokeBree,336,24,9,PT21M18S,1278,2026-06-19T11:59:12Z,332,1.01,0.64,0.05,,1.11,1,367.9,0.91,0.36,-0.42,,https://www.youtube.com/watch?v=MeezSRkXGuk;https://www.youtube.com/c/Bravebirdthemall;https://www.youtube.com/channel/UCqAKZ9OEu9Fx1fkW1UtXNEQ
iEp6Zd9BPQ0,https://www.youtube.com/watch?v=iEp6Zd9BPQ0,GPL [S3] - Spieltag 07 - vs. Enteigeddon: Unerwartet Giftig!,game,2016-03-16T16:00:01Z,UC8Pi0tMK7eWclD6iYnQ7zyw,KilluaSan,https://www.youtube.com/channel/UC8Pi0tMK7eWclD6iYnQ7zyw,person_killuasan,KilluaSan,,season_003,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0361,85,high,"season,week,channel",matched season season_003; matched week 7; channel identifies KilluaSan,KilluaSan,Lauris,263,27,6,PT16M,960,2026-06-19T11:59:12Z,316,0.83,0.38,-0.56,,1.11,1,350.4,0.75,0.14,-1.46,,https://www.youtube.com/watch?v=iEp6Zd9BPQ0;https://www.youtube.com/channel/UC8Pi0tMK7eWclD6iYnQ7zyw
wFZOe2IMXMc,https://www.youtube.com/watch?v=wFZOe2IMXMc,GPL [S3] - Spieltag 7 - vs. Hunting Weaviles | Meister des Giftes,game,2016-03-16T16:00:02Z,UCShFh4OGH23GfshxfIfvcjA,Lauris,https://www.youtube.com/c/LaurisEnteitainment,person_lauris,Lauris,Enteigeddon*³ **¹;Enteikutierung;Schleudergang;Shockwaving Magearnas,season_003;season_004;season_005;season_006,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0181,85,high,"season,week,channel",matched season season_003; matched week 7; channel identifies Lauris,Lauris,FanmadeLetsPlay,686,34,9,PT32M4S,1924,2026-06-19T11:59:12Z,711,0.96,0.41,-0.15,,1.11,1,788,0.87,0.28,-0.67,,https://www.youtube.com/watch?v=wFZOe2IMXMc;https://www.youtube.com/c/LaurisEnteitainment;https://www.youtube.com/channel/UCShFh4OGH23GfshxfIfvcjA
GCLpB0iYr_A,https://www.youtube.com/watch?v=GCLpB0iYr_A,GPL [S3] - Spieltag 07 - vs. Shining Diancies: Teambuilding!,teambuilding,2016-03-16T20:27:56Z,UChk3JUrHLwZMlQxqAdp7sRQ,Light Gaming,https://www.youtube.com/user/LightGaming12,person_light_gaming,Light Gaming,,season_003,,season_003,7,regular_season,,teambuilding,,,,,,Light Gaming,,367,24,15,PT15M36S,936,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=GCLpB0iYr_A;https://www.youtube.com/user/LightGaming12
fyB8CX-ulGI,https://www.youtube.com/watch?v=fyB8CX-ulGI,"GPL [S3] - Spieltag 07 - vs. Shining Diancies: Da bebt die Erde, Junge!",game,2016-03-17T14:48:25Z,UChk3JUrHLwZMlQxqAdp7sRQ,Light Gaming,https://www.youtube.com/user/LightGaming12,person_light_gaming,Light Gaming,,season_003,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0363,85,high,"season,week,channel",matched season season_003; matched week 7; channel identifies Light Gaming,Light Gaming,DiaSwordPlay,573,48,28,PT11M26S,686,2026-06-19T11:59:12Z,712.5,0.8,0.04,-1.35,,1.11,1.01,797.1,0.72,0.1,-1.69,,https://www.youtube.com/watch?v=fyB8CX-ulGI;https://www.youtube.com/user/LightGaming12
PO29Ujo5XNc,https://www.youtube.com/watch?v=PO29Ujo5XNc,"GPL [S3] - Spieltag 7 gegen Triyolotree/  Spieltag 8 gegen Prekani - [""unkommentiert""]",game,2016-03-20T17:08:17Z,UCC26DYWnMS2EwBi7khia8xQ,LucarioLP,https://www.youtube.com/user/LetsPlayLucario,person_lucariolp,LucarioLP,Unlimited Blade Works*¹,season_003,Regular Season,season_003,7,regular_season,,matched,season_003_schedule_0169,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 7; channel identifies LucarioLP; title names Minetube as opponent; channel and title identify opposite sides,LucarioLP,Minetube,327,16,2,PT9M6S,546,2026-06-19T11:59:12Z,512,0.64,0.29,-0.67,,1.11,1.02,580.6,0.56,0.04,-2.98,,https://www.youtube.com/watch?v=PO29Ujo5XNc;https://www.youtube.com/user/LetsPlayLucario
bSIPg7Za8Mc,https://www.youtube.com/watch?v=bSIPg7Za8Mc,GPL [S3] - Spieltag 08 - vs Triyolotree - Teambuilding,teambuilding,2016-03-19T11:00:01Z,UCTsCVFcd5SGyQFd7CK7DCpA,FanmadeTim,https://www.youtube.com/user/FanmadeLetsPlay,person_fanmadeletsplay,FanmadeLetsPlay,Coldlauncher;CroakDrop;Nocturne*,season_001;season_002;season_003,,season_003,8,regular_season,,teambuilding,,,,,,FanmadeLetsPlay,,1399,98,7,PT15M24S,924,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=bSIPg7Za8Mc;https://www.youtube.com/user/FanmadeLetsPlay;https://www.youtube.com/user/FanmadeLetsplay
xvXjhlmKzQ4,https://www.youtube.com/watch?v=xvXjhlmKzQ4,GPL [S3] - Spieltag 08 - vs. ColdLauncher: Teambuilding,teambuilding,2016-03-19T11:00:01Z,UCXJ5whew7vZ8zr-SRMt8q2A,Minetube,https://www.youtube.com/user/Minetube13,person_minetube,Minetube,Akatsuki Amphibianz;Throes Mad;Triyolotree,season_003;season_004;season_005;season_006;season_009;season_010,,season_003,8,regular_season,,teambuilding,,,,,,Minetube,,480,26,7,PT22M27S,1347,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=xvXjhlmKzQ4;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
6dHJjje7i1c,https://www.youtube.com/watch?v=6dHJjje7i1c,GPL [S3] - Spieltag 8 - Melting Mamoswines VS. Unbound Zoroarks - Teambuilding,teambuilding,2016-03-19T14:00:00Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,,season_003,8,regular_season,,teambuilding,,,,,,DaumenkinoLP,,213,13,9,PT46M30S,2790,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=6dHJjje7i1c;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
wlQN4TZka5Q,https://www.youtube.com/watch?v=wlQN4TZka5Q,GPL [S3] - Spieltag 08 - vs. Tryhardreigons: Team Building!,teambuilding,2016-03-19T15:00:01Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,,season_003,8,regular_season,,teambuilding,,,,,,PresentLP,,1985,91,12,PT10M54S,654,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=wlQN4TZka5Q;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
4U1ckkv5sCw,https://www.youtube.com/watch?v=4U1ckkv5sCw,GPL [S3] - Spieltag 8 - vs. Crinchilla: Teambuilding!,teambuilding,2016-03-19T17:00:00Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,,season_003,8,regular_season,,teambuilding,,,,,,SurskitTV,,521,40,2,PT23M41S,1421,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=4U1ckkv5sCw;https://www.youtube.com/user/SurskitTV
JfWx2bKq3vU,https://www.youtube.com/watch?v=JfWx2bKq3vU,GPL [S3] - Spieltag 08 - vs. ColdLauncher: Die zwei Vögel,game,2016-03-20T11:00:00Z,UCXJ5whew7vZ8zr-SRMt8q2A,Minetube,https://www.youtube.com/user/Minetube13,person_minetube,Minetube,Akatsuki Amphibianz;Throes Mad;Triyolotree,season_003;season_004;season_005;season_006;season_009;season_010,Regular Season,season_003,8,regular_season,,matched,season_003_schedule_0002,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 8; channel identifies Minetube; title names FanmadeLetsPlay as opponent; channel and title identify opposite sides,Minetube,FanmadeLetsPlay,1382,79,15,PT13M44S,824,2026-06-19T11:59:12Z,1150,1.2,0.69,0.43,,1.07,1,1228.7,1.12,0.78,0.68,,https://www.youtube.com/watch?v=JfWx2bKq3vU;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
q-RB-Bb_-Ak,https://www.youtube.com/watch?v=q-RB-Bb_-Ak,GPL [S3] - Spieltag 08 - vs. Triyolotree - Das Pokémon-Karussel dreht sich!,game,2016-03-20T11:00:01Z,UCTsCVFcd5SGyQFd7CK7DCpA,FanmadeTim,https://www.youtube.com/user/FanmadeLetsPlay,person_fanmadeletsplay,FanmadeLetsPlay,Coldlauncher;CroakDrop;Nocturne*,season_001;season_002;season_003,Regular Season,season_003,8,regular_season,,matched,season_003_schedule_0002,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 8; channel identifies FanmadeLetsPlay; title names Minetube as opponent; channel and title identify opposite sides,FanmadeLetsPlay,Minetube,3405,288,46,PT18M57S,1137,2026-06-19T11:59:12Z,3187,1.07,0.69,0.46,,1.07,1.02,3484.4,0.98,0.48,-0.06,,https://www.youtube.com/watch?v=q-RB-Bb_-Ak;https://www.youtube.com/user/FanmadeLetsPlay;https://www.youtube.com/user/FanmadeLetsplay
IcyN6YXaQtM,https://www.youtube.com/watch?v=IcyN6YXaQtM,GPL [S3] - Spieltag 8 - Melting Mamoswines VS. Unbound Zoroarks: Scarf oder nicht,game,2016-03-20T12:00:00Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_003,8,regular_season,,matched,season_003_schedule_0006,85,high,"season,week,title",matched season season_003; matched week 8; title names Raizor as opponent,,Raizor,712,40,16,PT16M58S,1018,2026-06-19T11:59:12Z,652,1.09,0.7,0.4,,1.07,1,696.6,1.02,0.63,0.18,,https://www.youtube.com/watch?v=IcyN6YXaQtM;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
KDEjjc8-Zf8,https://www.youtube.com/watch?v=KDEjjc8-Zf8,GPL [S3] - Spieltag 8 - vs. Surstars: Der Schwitzer aus der Schweiz,game,2016-03-20T14:00:00Z,UCxw9kUfbp4Az1upPSFGtolw,Crinchy,https://www.youtube.com/user/CaptainCrinch,person_captaincrinch,CaptainCrinch,Crinchilla;Suicide Squad,season_002;season_003;season_004;season_005;season_006;season_007,Regular Season,season_003,8,regular_season,,matched,season_003_schedule_0014,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 8; channel identifies CaptainCrinch; title names SurskitTV as opponent; channel and title identify opposite sides,CaptainCrinch,SurskitTV,1302,73,10,PT37M13S,2233,2026-06-19T11:59:12Z,1340,0.97,0.46,-0.09,,1.07,1,1431.7,0.91,0.35,-0.44,,https://www.youtube.com/watch?v=KDEjjc8-Zf8;https://www.youtube.com/user/CaptainCrinch
KHXyM8YbAIc,https://www.youtube.com/watch?v=KHXyM8YbAIc,GPL [S3] - Spieltag 8 - vs. Crinchilla: Drum & Teravolt!,game,2016-03-20T14:00:01Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_003,8,regular_season,,matched,season_003_schedule_0014,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 8; channel identifies SurskitTV; title names CaptainCrinch as opponent; channel and title identify opposite sides,SurskitTV,CaptainCrinch,1738,103,9,PT37M39S,2259,2026-06-19T11:59:12Z,1406,1.24,0.67,0.5,,1.07,1.06,1592.7,1.09,0.75,0.52,,https://www.youtube.com/watch?v=KHXyM8YbAIc;https://www.youtube.com/user/SurskitTV
gdb0sD8gRBQ,https://www.youtube.com/watch?v=gdb0sD8gRBQ,GPL [S3] - Spieltag 8 - vs. Melting Mamoswines: Offensive VS. Defensive!,game,2016-03-20T14:27:12Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_003,8,regular_season,,matched,season_003_schedule_0006,85,high,"season,week,channel",matched season season_003; matched week 8; channel identifies Raizor,Raizor,Lauris,7065,329,52,PT23M20S,1400,2026-06-19T11:59:12Z,5604,1.26,0.76,0.67,,1.07,1,5991.2,1.18,0.85,0.93,,https://www.youtube.com/watch?v=gdb0sD8gRBQ;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
EZMi_3f5dyg,https://www.youtube.com/watch?v=EZMi_3f5dyg,GPL [S3] - Spieltag 08 - vs. Krebuknackis: Kurzzeitschläfer-Alarm!,game,2016-03-20T15:00:00Z,UCQgltvBttK8SuEXTAajWs4Q,RegiBang,https://www.youtube.com/user/RegiBang,person_regibang,RegiBang,Flexing Masskito;Glorious Emperors;Launching Dragapults;Lucha Libres;Pillar Mons;Tectass Toppas,season_002;season_003;season_004;season_006;season_007;season_008,Regular Season,season_003,8,regular_season,,matched,season_003_schedule_0018,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 8; channel identifies RegiBang; title names PokeBazi as opponent; channel and title identify opposite sides,RegiBang,PokeBazi,12676,781,84,PT37M21S,2241,2026-06-19T11:59:12Z,12008.5,1.06,0.65,0.25,,1.07,1,12829.9,0.99,0.49,-0,,https://www.youtube.com/watch?v=EZMi_3f5dyg;https://www.youtube.com/user/RegiBang
2Uz3geTDtCQ,https://www.youtube.com/watch?v=2Uz3geTDtCQ,Suplex City B*tch! ★ GPL [S3] ★- Spieltag 8 - vs. Glorious Emperors,game,2016-03-20T15:00:00Z,UCkEEHak-dPeI11YkalQczRQ,PokéBazi,https://www.youtube.com/c/PokeBazi,person_pokebazi,PokeBazi,Krebuknackis;Pokebassis;Psychic Bazis;Schnittlauchs;Therapiepi,season_002;season_003;season_004;season_005;season_006;season_007,Regular Season,season_003,8,regular_season,,matched,season_003_schedule_0018,100,high,"season,week,channel,title,both_sides",matched season season_003; matched week 8; channel identifies PokeBazi; title names RegiBang as opponent; channel and title identify opposite sides,PokeBazi,RegiBang,3602,190,69,PT38M11S,2291,2026-06-19T11:59:12Z,2754,1.31,0.81,1.03,,1.07,1.18,3482.1,1.03,0.67,0.24,,https://www.youtube.com/watch?v=2Uz3geTDtCQ;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi
2YP70LYPsNo,https://www.youtube.com/watch?v=2YP70LYPsNo,GPL [S3] - Spieltag 08 - vs. Tryhardreigons: Wo ist der Switchin?,game,2016-03-20T17:00:00Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Regular Season,season_003,8,regular_season,,matched,season_003_schedule_0026,85,high,"season,week,channel",matched season season_003; matched week 8; channel identifies PresentLP,PresentLP,LucarioLP,4935,245,28,PT13M38S,818,2026-06-19T11:59:12Z,4377.5,1.13,0.73,0.61,,1.07,1.1,5122.7,0.96,0.46,-0.14,,https://www.youtube.com/watch?v=2YP70LYPsNo;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
