season_id,division,week,person_id,person_name,p_first,p_playoffs,sims,seed,source_urls
season_001,Regular Season,8,person_fnupa,Cabgolord,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,8,person_morbolth,Morbolth,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,8,person_pokemonfakten,PokemonFakten,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,8,person_present,PresentLP,0.7890,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,8,person_raizor,Raizor,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,8,person_shiro,Shiro,0.0090,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,8,person_silva,Silva,0.1880,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,8,person_surskittv,SurskitTV,0.0080,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,9,person_art_n_gaming,Art'n'Gaming,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,9,person_daumenkino,DaumenkinoLP,0.0080,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,9,person_diaswordplay,DiaSwordPlay,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,9,person_dirtyd64,DirtyD64,0.0030,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,9,person_fanmadeletsplay,FanmadeLetsPlay,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,9,person_fnupa,Cabgolord,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,9,person_morbolth,Morbolth,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,9,person_pokemonfakten,PokemonFakten,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,9,person_present,PresentLP,0.9200,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
