season_id,person_id,person_name,person_name_normalized,team_id,team_name,team_name_normalized,division,stage,rank,start_week,end_week,matches,wins,losses,draws,points,kills,deaths,differential,data_status,notes,source_urls
season_008,person_barry_d_sin_of_speed,Barry D. Sin of Speed,barry d sin of speed,season_008_holy_fairies,Holy Fairies,holy fairies,Liga 2,full_season,3,,,14,7,7,0,21,65,63,2,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=419572953
season_008,person_maxi_von_vogel,Maxi von Vogel,maxi von vogel,season_008_rexcalybur,Rexcalybur,rexcalybur,Liga 2,full_season,3,,,14,7,7,0,21,65,63,2,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=419572953
season_008,person_blacklink,BlackLink,blacklink,season_008_abyssal_nightmare,Abyssal Nightmare,abyssal nightmare,Liga 2,full_season,5,,,14,7,7,0,21,63,65,-2,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=419572953
season_008,person_raizor,Raizor,raizor,season_008_soulstealer,Soulstealer,soulstealer,Liga 2,full_season,6,,,14,7,7,0,21,61,64,-3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=419572953
season_008,person_og_dnz,OGDNZ,og dnz,season_008_chasing_cinderaces,Chasing Cinderaces,chasing cinderaces,Liga 2,full_season,7,,,14,6,8,0,18,58,60,-2,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=419572953
season_008,person_pokgalaxy,Pokgalaxy,pokgalaxy,season_008_issotop,Issotop,issotop,Liga 2,full_season,8,,,14,3,11,0,9,50,77,-27,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=419572953
season_009,person_dauni_daunstar,Dauni,dauni daunstar,season_009_scherzkekse,Scherzkekse,scherzkekse,Singles,full_season,2,,,14,9,5,0,27,77,55,22,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510
season_009,person_blocki,Blocki,blocki,season_009_voltwizards,Voltwizards,voltwizards,Singles,full_season,3,,,14,7,7,0,21,57,58,-1,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510
season_009,person_present,PresentLP,present,season_009_soulblaze,Soulblaze,soulblaze,Singles,full_season,4,,,14,7,7,0,21,67,70,-3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510
season_009,person_king_blex,KingBlex,king blex,season_009_toon_world,Toon World,toon world,Singles,full_season,5,,,14,7,7,0,21,59,62,-3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510
season_009,person_maxi_von_vogel,Maxi von Vogel,maxi von vogel,season_009_fen_and_gator,Fen and Gator,fen and gator,Singles,full_season,6,,,14,6,8,0,18,57,69,-12,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510
season_009,person_blacklink,BlackLink,blacklink,season_009_royal_bluff,Royal Bluff,royal bluff,Singles,full_season,7,,,14,6,8,0,18,61,74,-13,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510
season_009,person_barry_d_sin_of_speed,Barry D. Sin of Speed,barry d sin of speed,season_009_akatsuki_amphibianz,Akatsuki Amphibianz,akatsuki amphibianz,Singles,full_season,8,,,14,3,11,0,9,56,78,-22,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510
season_009,person_nestfloh,Nestfloh,nestfloh,season_009_voltwizards,Voltwizards,voltwizards,Doubles,full_season,2,,,14,9,5,0,27,69,51,18,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412
season_009,person_pokgalaxy,Pokgalaxy,pokgalaxy,season_009_fen_and_gator,Fen and Gator,fen and gator,Doubles,full_season,3,,,14,7,7,0,21,62,64,-2,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412
season_009,person_minetube,Minetube,minetube,season_009_akatsuki_amphibianz,Akatsuki Amphibianz,akatsuki amphibianz,Doubles,full_season,4,,,14,6,8,0,18,58,65,-7,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412
season_009,person_og_dnz,OGDNZ,og dnz,season_009_toon_world,Toon World,toon world,Doubles,full_season,5,,,14,6,8,0,18,62,70,-8,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412
season_009,person_raizor,Raizor,raizor,season_009_soulblaze,Soulblaze,soulblaze,Doubles,full_season,6,,,14,6,8,0,18,62,72,-10,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412
season_009,person_elektechn9ne,ElektechN9ne,elektechn9ne,season_009_royal_bluff,Royal Bluff,royal bluff,Doubles,full_season,7,,,14,6,8,0,18,60,71,-11,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412
season_009,person_hydronic,Hydronic,hydronic,season_009_scherzkekse,Scherzkekse,scherzkekse,Doubles,full_season,8,,,14,5,9,0,15,58,71,-13,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412
season_009,person_belmontgabriel,BelmontGabriel,belmontgabriel,season_009_victory_instinct,Victory Instinct,victory instinct,Singles,controller_stint,1,1,7,7,5,2,0,15,,,,user_provided,User-provided controller correction: BelmontGabriel led the Singles side before El Scizor joined for the second half.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549
season_009,person_el_scizor,El Scizor,el scizor,season_009_victory_instinct,Victory Instinct,victory instinct,Singles,controller_stint,1,8,14,7,6,1,0,18,,,,user_provided,User-provided controller correction: El Scizor led the Singles side from the second half onward.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549
season_009,person_bene,Bene,bene,season_009_victory_instinct,Victory Instinct,victory instinct,Doubles,controller_stint,1,1,14,14,11,3,0,33,76,43,33,sheet_extracted,Bene led the Doubles side across Season 9.,https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1993336510;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1772394412;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549
season_010,person_present,PresentLP,present,season_010_prekani,Prekani,prekani,Regular Season,full_season,2,,,12,9,3,0,27,81,52,29,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_minetube,Minetube,minetube,season_010_throes_mad,Throes Mad,throes mad,Regular Season,full_season,1,,,12,9,3,0,27,72,57,15,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_nestfloh,Nestfloh,nestfloh,season_010_boeller_brueder,Böller Brüder,boeller brueder,Regular Season,full_season,3,,,12,8,4,0,24,65,49,16,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_bene,Bene,bene,season_010_wackel_backel,Wackel Backel,wackel backel,Regular Season,full_season,4,,,12,8,4,0,24,69,60,9,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_robinvgc,RobinVGC,robinvgc,season_010_choice_bandits,Choice Bandits,choice bandits,Regular Season,full_season,5,,,12,8,4,0,24,71,64,7,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_raizor,Raizor,raizor,season_010_unbound_soul,Unbound Soul,unbound soul,Regular Season,full_season,6,,,12,7,5,0,21,66,56,10,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_dauni_daunstar,Dauni,dauni daunstar,season_010_pfundskerle,Pfundskerle,pfundskerle,Regular Season,full_season,7,,,12,7,5,0,21,74,71,3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_pokgalaxy,Pokgalaxy,pokgalaxy,season_010_tails_of_mystery,Tails of Mystery,tails of mystery,Regular Season,full_season,8,,,12,5,7,0,15,71,67,4,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_og_dnz,OGDNZ,og dnz,season_010_squid_squad,Squid Squad,squid squad,Regular Season,full_season,9,,,12,5,7,0,15,74,77,-3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_domji,Domji,domji,season_010_shining_legends,Shining Legends,shining legends,Regular Season,full_season,10,,,12,5,7,0,15,59,72,-13,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_king_blex,KingBlex,king blex,season_010_cyber_end_jugulis,Cyber End Jugulis,cyber end jugulis,Regular Season,full_season,11,,,12,4,8,0,12,66,77,-11,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_snomnie,Snomnie,snomnie,season_010_corvi_crushers,Corvi Crushers,corvi crushers,Regular Season,full_season,12,,,12,3,9,0,9,74,89,-15,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_sirazoa,Sirazoa,sirazoa,season_010_eon_engine,Eon Engine,eon engine,Regular Season,full_season,13,,,12,3,9,0,9,54,71,-17,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_blocki,Blocki,blocki,season_010_kastanienbomber,Kastanienbomber,kastanienbomber,Regular Season,full_season,14,,,12,3,9,0,9,60,94,-34,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1405051186
season_010,person_bene,Bene,bene,season_010_wackel_backel,Wackel Backel,wackel backel,Playoffs,full_season,1,,,3,3,0,0,,,,,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1953790464
season_010,person_raizor,Raizor,raizor,season_010_unbound_soul,Unbound Soul,unbound soul,Playoffs,full_season,2,,,3,2,1,0,,,,,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1953790464
season_010,person_present,PresentLP,present,season_010_prekani,Prekani,prekani,Playoffs,full_season,,,,2,1,1,0,,,,,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1953790464
season_010,person_minetube,Minetube,minetube,season_010_throes_mad,Throes Mad,throes mad,Playoffs,full_season,,,,1,0,1,0,,,,,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1953790464
season_010,person_nestfloh,Nestfloh,nestfloh,season_010_boeller_brueder,Böller Brüder,boeller brueder,Playoffs,full_season,,,,1,0,1,0,,,,,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1953790464
season_010,person_robinvgc,RobinVGC,robinvgc,season_010_choice_bandits,Choice Bandits,choice bandits,Playoffs,full_season,,,,1,0,1,0,,,,,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1953790464
season_010,person_dauni_daunstar,Dauni,dauni daunstar,season_010_pfundskerle,Pfundskerle,pfundskerle,Playoffs,full_season,,,,1,0,1,0,,,,,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1953790464
