season_id,match_id,division,stage,week,player_a,player_b,score,winner,video_count,view_peak,view_total,view_median,view_multiplier_peak,views_percentile_peak,views_z_score_peak,view_expected_peak,view_trend_multiplier_peak,views_trend_percentile_peak,views_trend_z_score_peak,view_expected_total,view_trend_multiplier_match,views_trend_percentile_match,views_trend_z_score_match,views_total_percentile_match,like_peak,comment_peak,engagement_rate_peak,engagement_multiplier_peak,engagement_percentile_peak,engagement_z_score_peak,peak_perspective,both_sides_spiked,close_match,playoff_match,highlight_score,highlight_reasons,video_urls,source_urls,stats_fetched_at
season_010,season_010_schedule_0010,Regular Season,regular_season,Spieltag 1,RobinVGC,Snomnie,4 - 0,RobinVGC,2,2518,3853,1926.5,0.71,0.08,-3.72,9918.2,0.25,0.05,-9.32,18587.9,0.21,0,-12.19,0.47,262,73,162.03,1.1,0.64,0.57,RobinVGC,0,0,0,8.72,mehrere Perspektiven,https://www.youtube.com/watch?v=okx0-LgKBFo;https://www.youtube.com/watch?v=lu2eCSnLwHI,https://www.youtube.com/watch?v=okx0-LgKBFo;https://www.youtube.com/@Bonusrobin;https://www.youtube.com/channel/UCdGmk4tcz2k7kftC2c6gZEg;https://www.youtube.com/watch?v=lu2eCSnLwHI;https://www.youtube.com/@Snomnie;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780,2026-06-19T15:15:41Z
season_003,season_003_schedule_0097,Regular Season,regular_season,4. Spieltag - Sonntag der 21.02.2016,Raizor,Oktopaul,0 - 5,Oktopaul,1,5965,5965,5965,1.06,0.6,0.18,6826.9,0.87,0.28,-0.67,6826.9,0.87,0.21,-0.91,0.64,277,34,57.84,0.9,0.32,-0.55,Raizor,0,0,0,8.69,nur eine Quelle (-15%),https://www.youtube.com/watch?v=SfLp6IeFC7k,https://www.youtube.com/watch?v=SfLp6IeFC7k;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,2026-06-19T11:59:12Z
season_005,season_005_schedule_0144,Liga 2,regular_season,18. Spieltag - Mittwoch der 18.07.2018,Oktopaul,Scoutley,0 - 3,Scoutley,1,2099,2099,2099,0.68,0.32,-0.66,2107,1,0.54,0.1,2107,1,0.56,0.12,0.28,112,16,68.6,0.97,0.45,-0.39,Oktopaul,0,0,0,8.68,nur eine Quelle (-15%),https://www.youtube.com/watch?v=XwBNnADsXg0,https://www.youtube.com/watch?v=XwBNnADsXg0;https://www.youtube.com/c/oktopaul;https://www.youtube.com/user/oktopaul;https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=2102144361,2026-06-19T11:59:12Z
season_003,season_003_schedule_0153,Regular Season,regular_season,6. Spieltag - Sonntag der 06.03.2016,Parsifani,PokeBazi,0 - 3,PokeBazi,1,2969,2969,2969,1.08,0.62,0.29,3073.7,0.97,0.46,-0.13,3073.7,0.97,0.45,-0.12,0.38,153,35,75.11,0.93,0.38,-0.22,PokeBazi,0,0,0,8.65,nur eine Quelle (-15%),https://www.youtube.com/watch?v=daOLnsV18Ec,https://www.youtube.com/watch?v=daOLnsV18Ec;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0052,Regular Season,regular_season,22. Spieltag - Sonntag der 16.08.2015 [12:00 -18:00],Raizor,Kuchenjaeger,2 - 0,Raizor,1,3802,3802,3802,0.67,0.08,-1.33,4058.7,0.94,0.32,-0.43,4058.7,0.94,0.36,-0.37,0.46,240,22,74.7,1.09,0.77,0.8,Raizor,0,0,0,8.64,nur eine Quelle (-15%),https://www.youtube.com/watch?v=kBwLoY0oC4c,https://www.youtube.com/watch?v=kBwLoY0oC4c;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0196,Liga 2,regular_season,8. Spieltag - Mittwoch der 06.05.2015 [12:00 -18:00],CaptainCrinch,Parsifani,0 - 3,Parsifani,1,979,979,979,1.07,0.57,0.17,943.3,1.04,0.64,0.19,943.3,1.04,0.69,0.44,0.15,60,7,75.59,0.75,0.29,-0.7,CaptainCrinch,0,0,0,8.62,nur eine Quelle (-15%),https://www.youtube.com/watch?v=CYW7XlnfWbo,https://www.youtube.com/watch?v=CYW7XlnfWbo;https://www.youtube.com/user/CaptainCrinch;https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0,2026-06-19T11:59:12Z
season_004,season_004_schedule_0095,Regular Season,regular_season,15. Spieltag - Sonntag der 25.06.2017,Lauris,MeLevies,3 - 0,Lauris,1,2191,2191,2191,0.89,0.45,-0.18,2207.9,0.99,0.56,0.12,2207.9,0.99,0.54,0.09,0.29,93,15,56.14,0.94,0.41,-0.2,Lauris,0,0,0,8.6,nur eine Quelle (-15%),https://www.youtube.com/watch?v=AA0nnzlgS_0,https://www.youtube.com/watch?v=AA0nnzlgS_0;https://www.youtube.com/c/LaurisEnteitainment;https://www.youtube.com/channel/UCShFh4OGH23GfshxfIfvcjA;https://docs.google.com/spreadsheets/d/1u8AORkPkqIxR4GblUqU5faeTfuuKGjKrllUxnnUdRz0/edit#gid=992181004,2026-06-19T11:59:12Z
season_003,season_003_schedule_0036,Regular Season,regular_season,22. Spieltag - Sonntag der 03.07.2016,Oktopaul,Bene,2 - 0,Oktopaul,1,1066,1066,1066,0.9,0.37,-0.37,1031.5,1.03,0.66,0.24,1031.5,1.03,0.68,0.41,0.16,50,13,71.29,0.99,0.47,-0.07,Bene,0,0,0,8.6,nur eine Quelle (-15%),https://www.youtube.com/watch?v=-k7k63uVcYk,https://www.youtube.com/watch?v=-k7k63uVcYk;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0101,Regular Season,regular_season,4. Spieltag - Sonntag der 05.04.2015 [12:00 -18:00],DaumenkinoLP,DirtyD64,0 - 3,DirtyD64,1,725,725,725,1.52,0.88,1.11,687.4,1.05,0.71,0.59,687.4,1.05,0.73,0.56,0.12,24,6,49.66,0.7,0.27,-1.03,DaumenkinoLP,0,0,0,8.58,nur eine Quelle (-15%),https://www.youtube.com/watch?v=TETuIyXlmMU,https://www.youtube.com/watch?v=TETuIyXlmMU;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0220,Liga 2,regular_season,9. Spieltag - Mittwoch der 13.05.2015 [12:00 -18:00],PentaPlayer,CaptainCrinch,0 - 5,CaptainCrinch,1,986,986,986,1.07,0.61,0.19,951.9,1.04,0.64,0.18,951.9,1.04,0.69,0.42,0.16,54,28,111.56,1.11,0.64,0.27,CaptainCrinch,0,0,0,8.56,nur eine Quelle (-15%),https://www.youtube.com/watch?v=CPxXMcPdF8w,https://www.youtube.com/watch?v=CPxXMcPdF8w;https://www.youtube.com/user/CaptainCrinch;https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0186,Liga 2,regular_season,21. Spieltag - Mittwoch der 12.08.2015 [12:00 -18:00],Zant,PokeBazi,0 - 3,PokeBazi,1,1631,1631,1631,0.93,0.31,-0.57,1619.8,1.01,0.58,0.04,1619.8,1.01,0.62,0.2,0.23,109,39,114.65,1.17,0.88,1.1,PokeBazi,0,0,0,8.55,nur eine Quelle (-15%),https://www.youtube.com/watch?v=UOFn3M3E2FI,https://www.youtube.com/watch?v=UOFn3M3E2FI;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0,2026-06-19T11:59:12Z
season_005,season_005_schedule_0196,Liga 2,regular_season,20. Spieltag - Mittwoch der 01.08.2018,Dauni,BlackLink,3 - 0,Dauni,2,594,981,490.5,0.58,0.17,-0.98,610.9,0.97,0.5,-0.01,1080.5,0.91,0.28,-0.61,0.15,41,7,75.76,1.09,0.58,0.51,Dauni,0,0,0,8.53,mehrere Perspektiven,https://www.youtube.com/watch?v=-S97Tw4usX4;https://www.youtube.com/watch?v=1lO8KWk96Qg,https://www.youtube.com/watch?v=-S97Tw4usX4;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996;https://www.youtube.com/watch?v=1lO8KWk96Qg;https://www.youtube.com/channel/UC48CbiA653Yo2BHiOWAGjWQ;https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=2102144361,2026-06-19T11:59:12Z
season_002,season_002_schedule_0190,Liga 2,regular_season,21. Spieltag - Mittwoch der 12.08.2015 [12:00 -18:00],Minetube,PentaPlayer,2 - 0,Minetube,1,175,175,175,0.92,0.35,-0.32,175,1,0.57,0,175,1,0.6,0.15,0.01,22,9,228.57,1.61,0.85,1.07,Minetube,0,0,0,8.53,nur eine Quelle (-15%); Engagement-Ausreißer 1.6x,https://www.youtube.com/watch?v=qjFzrdArzF8,https://www.youtube.com/watch?v=qjFzrdArzF8;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0,2026-06-19T11:59:12Z
season_004,season_004_schedule_0100,Regular Season,regular_season,22. Spieltag - Sonntag der 13.08.2017,RegiBang,PresentLP,0 - 2,PresentLP,1,10043,10043,10043,0.51,0.05,-1.92,13457.8,0.75,0.16,-1.25,13457.8,0.75,0.08,-2.15,0.83,611,63,73.38,1.11,0.86,0.85,RegiBang,0,0,0,8.48,nur eine Quelle (-15%),https://www.youtube.com/watch?v=VgGJ2gEXTV0,https://www.youtube.com/watch?v=VgGJ2gEXTV0;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/1u8AORkPkqIxR4GblUqU5faeTfuuKGjKrllUxnnUdRz0/edit#gid=992181004,2026-06-19T11:59:12Z
season_005,season_005_schedule_0140,Liga 2,regular_season,18. Spieltag - Mittwoch der 18.07.2018,Dauni,PokeBazi,3 - 0,Dauni,3,1690,2457,536,0.67,0.12,-1.15,1739,0.97,0.49,-0.01,3159.6,0.78,0.09,-1.82,0.32,105,12,64.94,0.93,0.29,-0.43,PokeBazi,0,0,0,8.48,mehrere Perspektiven,https://www.youtube.com/watch?v=HucN29UwycY;https://www.youtube.com/watch?v=4MF_A-X2Th4;https://www.youtube.com/watch?v=Jh7iHU9j5nc,https://www.youtube.com/watch?v=HucN29UwycY;https://www.youtube.com/channel/UC48CbiA653Yo2BHiOWAGjWQ;https://www.youtube.com/watch?v=4MF_A-X2Th4;https://www.youtube.com/watch?v=Jh7iHU9j5nc;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=2102144361,2026-06-19T11:59:12Z
season_003,season_003_schedule_0207,Regular Season,regular_season,1. Spieltag - Mittwoch der 03.02.2016,Leinux,BraveBird,2 - 0,Leinux,2,1108,1757,878.5,3.34,1,4.87,1197,0.93,0.37,-0.36,2062.3,0.85,0.17,-1.11,0.24,48,40,178.74,1.02,0.61,0.05,BraveBird,0,0,0,8.48,mehrere Perspektiven,https://www.youtube.com/watch?v=m_U91Wwwd4A;https://www.youtube.com/watch?v=aZBkG5gysVU,https://www.youtube.com/watch?v=m_U91Wwwd4A;https://www.youtube.com/c/Bravebirdthemall;https://www.youtube.com/channel/UCqAKZ9OEu9Fx1fkW1UtXNEQ;https://www.youtube.com/watch?v=aZBkG5gysVU;https://www.youtube.com/user/Leinux2;https://docs.google.com/spreadsheets/d/16r_khFZJxguj1o1wSrDQO4vlJhSDhIdN8AbUJQbnDq0/edit#gid=0,2026-06-19T11:59:12Z
season_001,season_001_schedule_0007,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],Cabgolord,DiaSwordPlay,0 - 4,DiaSwordPlay,1,597,597,597,1.09,0.67,0.32,559.4,1.07,0.76,0.51,559.4,1.07,0.76,0.66,0.09,25,4,55.28,0.72,0.33,-1,Cabgolord,0,0,0,8.45,nur eine Quelle (-15%),https://www.youtube.com/watch?v=VgBgR-LuvBU,https://www.youtube.com/watch?v=VgBgR-LuvBU;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0288,Liga 2,regular_season,11. Spieltag - Sonntag der 27.05.2015 [12:00 -18:00],Domibri,WolvX,6 - 0,Domibri,1,712,712,712,1,0.57,0,711.9,1,0.58,0,711.9,1,0.6,0.15,0.11,58,25,151.69,1.27,1,0.73,glebber,0,0,0,8.4,nur eine Quelle (-15%),https://www.youtube.com/watch?v=Rc595Rr6Pkw,https://www.youtube.com/watch?v=Rc595Rr6Pkw;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber;https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0,2026-06-19T11:59:12Z
season_003,season_003_schedule_0166,Regular Season,regular_season,13. Spieltag - Sonntag der 24.04.2016,Parsifani,CaptainCrinch,0 - 1,CaptainCrinch,1,844,844,844,0.63,0.15,-1.42,1291.4,0.65,0.07,-2.25,1291.4,0.65,0.05,-3.19,0.14,60,6,85.31,1.13,0.65,0.56,CaptainCrinch,0,1,0,8.39,knapper Kampf; nur eine Quelle (-15%),https://www.youtube.com/watch?v=ELchqCYPHFg,https://www.youtube.com/watch?v=ELchqCYPHFg;https://www.youtube.com/user/CaptainCrinch;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,2026-06-19T11:59:12Z
season_003,season_003_schedule_0201,Regular Season,regular_season,14. Spieltag - Mittwoch der 11.05.2016,CrowdController,DiaSwordPlay,4 - 0,CrowdController,1,301,301,301,1.23,0.69,0.49,272.1,1.11,0.78,0.61,272.1,1.11,0.83,0.94,0.03,24,7,126.25,0.87,0.25,-0.69,CrowdController,0,0,0,8.39,nur eine Quelle (-15%),https://www.youtube.com/watch?v=sC2JbUd2QC4,https://www.youtube.com/watch?v=sC2JbUd2QC4;https://www.youtube.com/user/CrowdController;https://www.youtube.com/user/CrowdControllerLP;https://docs.google.com/spreadsheets/d/16r_khFZJxguj1o1wSrDQO4vlJhSDhIdN8AbUJQbnDq0/edit#gid=0,2026-06-19T11:59:12Z
season_003,season_003_schedule_0186,Regular Season,regular_season,21. Spieltag - Mittwoch der 29.06.2016,LightGaming,LetsKayze,4 - 0,LightGaming,1,727,727,727,1.02,0.65,0.12,693.3,1.05,0.69,0.32,693.3,1.05,0.72,0.52,0.12,49,17,114.17,0.81,0.23,-0.94,LightGaming,0,0,0,8.36,nur eine Quelle (-15%),https://www.youtube.com/watch?v=Sr7_t1p7Qow,https://www.youtube.com/watch?v=Sr7_t1p7Qow;https://www.youtube.com/user/LightGaming12;https://docs.google.com/spreadsheets/d/16r_khFZJxguj1o1wSrDQO4vlJhSDhIdN8AbUJQbnDq0/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0157,Regular Season,regular_season,6. Spieltag - Sonntag der 19.04.2015 [12:00 -18:00],PresentLP,Art'n'Gaming,5 - 0,PresentLP,1,2435,2435,2435,1.18,0.77,0.67,2489.7,0.98,0.48,-0.06,2489.7,0.98,0.49,-0.03,0.32,110,9,52.57,0.77,0.23,-1.5,PresentLP,0,0,0,8.27,nur eine Quelle (-15%),https://www.youtube.com/watch?v=ZdO9pZuN984,https://www.youtube.com/watch?v=ZdO9pZuN984;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_003,season_003_schedule_0078,Regular Season,regular_season,10. Spieltag - Sonntag der 03.04.2016,LucarioLP,PokeBazi,0 - 2,PokeBazi,1,2784,2784,2784,1.01,0.54,0.04,2891.4,0.96,0.45,-0.14,2891.4,0.96,0.44,-0.15,0.36,152,26,73.28,0.91,0.31,-0.3,PokeBazi,0,0,0,8.26,nur eine Quelle (-15%),https://www.youtube.com/watch?v=JJEbMj_rtmY,https://www.youtube.com/watch?v=JJEbMj_rtmY;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,2026-06-19T11:59:12Z
season_004,season_004_schedule_0138,Liga 2,regular_season,7. Spieltag - Mittwoch der 26.04.2017,Asalakoren,Tabasco TV,0 - 3,Tabasco TV,1,5106,5106,5106,0.93,0.32,-0.6,5780.7,0.88,0.35,-0.47,5780.7,0.88,0.23,-0.83,0.57,240,95,84.21,0.95,0.36,-0.37,Tabasco TV,0,0,0,8.21,nur eine Quelle (-15%),https://www.youtube.com/watch?v=lx1wqj8zp-Q,https://www.youtube.com/watch?v=lx1wqj8zp-Q;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_002,season_002_schedule_0226,Liga 2,regular_season,22. Spieltag - Mittwoch der 19.08.2015  [12:00 -18:00],LetsKayze,WolvX,3 - 0,LetsKayze,1,70,70,70,0.96,0.38,-0.14,62.2,1.13,0.78,0.61,62.2,1.13,0.85,1.07,0,8,2,171.43,1.05,0.62,0.13,WolvX,0,0,0,8.21,nur eine Quelle (-15%),https://www.youtube.com/watch?v=MjhWpbOO_Aw,https://www.youtube.com/watch?v=MjhWpbOO_Aw;https://www.youtube.com/channel/UCuey6g8IRhcHcHjfPyMlpAw;https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0,2026-06-19T11:59:12Z
season_007,season_007_schedule_0037,Regular Season,regular_season,2. Spieltag - Sonntag der 26.04.2020,Dauni,ElektechN9ne,6 - 0,Dauni,1,3487,3487,3487,1.12,0.85,0.38,3726.1,0.94,0.4,-0.34,3726.1,0.94,0.35,-0.37,0.43,211,34,80.01,0.9,0.31,-0.5,ElektechN9ne,0,0,0,8.15,nur eine Quelle (-15%),https://www.youtube.com/watch?v=xvdGAOnHbxk,https://www.youtube.com/watch?v=xvdGAOnHbxk;https://www.youtube.com/user/ElektechN9ne;https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1358421537,2026-06-19T11:59:12Z
season_005,season_005_schedule_0124,Liga 1,regular_season,17. Spieltag - Sonntag der 08.07.2018,PresentLP,Art'n'Gaming,5 - 0,PresentLP,1,6026,6026,6026,0.78,0.15,-1.09,7087.8,0.85,0.26,-0.8,7087.8,0.85,0.17,-1.13,0.65,380,64,84.3,1.11,0.75,0.66,PresentLP,0,0,0,8.14,nur eine Quelle (-15%),https://www.youtube.com/watch?v=R8ZSJx2u-nw,https://www.youtube.com/watch?v=R8ZSJx2u-nw;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,2026-06-19T11:59:12Z
season_004,season_004_schedule_0149,Liga 2,regular_season,1. Spieltag - Mittwoch der 15.03.2017,Glebber,Asalakoren,3 - 0,Glebber,1,5382,5382,5382,1.44,0.95,1.1,10700.9,0.5,0.06,-3.38,10700.9,0.5,0.02,-5.24,0.59,249,97,82.31,1.27,0.86,1.45,Glebber,0,0,0,8.14,nur eine Quelle (-15%),https://www.youtube.com/watch?v=AuBC1hf4Dp4,https://www.youtube.com/watch?v=AuBC1hf4Dp4;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_002,season_002_schedule_0174,Regular Season,regular_season,20. Spieltag - Sonntag der 02.08.2015 [12:00 -18:00],Oktopaul,Cabgolord,4 - 0,Oktopaul,1,368,368,368,0.69,0.27,-0.85,396.9,0.93,0.28,-0.52,396.9,0.93,0.33,-0.45,0.04,34,9,141.3,1.76,0.96,1.63,Cabgolord,0,0,0,8.14,nur eine Quelle (-15%); Engagement-Ausreißer 1.8x,https://www.youtube.com/watch?v=Z0g9lxUzrhA,https://www.youtube.com/watch?v=Z0g9lxUzrhA;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0103,Regular Season,regular_season,17. Spieltag - Sonntag der 12.07.2015 [12:00 -18:00],DaumenkinoLP,DirtyD64,5 - 0,DaumenkinoLP,1,470,470,470,0.98,0.46,-0.04,436.5,1.08,0.77,0.77,436.5,1.08,0.78,0.73,0.06,32,3,80.85,1.14,0.65,0.37,DaumenkinoLP,0,0,0,8.13,nur eine Quelle (-15%),https://www.youtube.com/watch?v=Un-9_fok_j0,https://www.youtube.com/watch?v=Un-9_fok_j0;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_003,season_003_schedule_0187,Regular Season,regular_season,1. Spieltag - Mittwoch der 03.02.2016,Cabgolord,PokeBree,0 - 3,PokeBree,1,1581,1581,1581,3.61,1,5,1581,1,0.58,0.06,1581,1,0.6,0.15,0.22,53,7,42.38,0.43,0.04,-2.45,Cabgolord,0,0,0,8.1,nur eine Quelle (-15%),https://www.youtube.com/watch?v=dkXZzbow_7o,https://www.youtube.com/watch?v=dkXZzbow_7o;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord;https://docs.google.com/spreadsheets/d/16r_khFZJxguj1o1wSrDQO4vlJhSDhIdN8AbUJQbnDq0/edit#gid=0,2026-06-19T11:59:12Z
season_001,season_001_schedule_0030,Regular Season,regular_season,8. Spieltag - Sonntag der 02.11.2014 [12:00 -17:00],Shiro,PresentLP,0 - 5,PresentLP,1,1516,1516,1516,0.95,0.24,-0.68,1510.7,1,0.59,0.08,1510.7,1,0.61,0.17,0.21,75,20,75.86,1.09,0.81,0.42,PresentLP,0,0,0,8.09,nur eine Quelle (-15%),https://www.youtube.com/watch?v=kxeUKaJNNbI,https://www.youtube.com/watch?v=kxeUKaJNNbI;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0053,Regular Season,regular_season,2. Spieltag - Sonntag der 22.03.2015 [12:00 -18:00],Cabgolord,DirtyD64,4 - 0,Cabgolord,1,997,997,997,1.86,0.92,1.41,974.7,1.02,0.66,0.33,974.7,1.02,0.66,0.32,0.16,44,10,64.19,0.8,0.27,-0.65,Cabgolord,0,0,0,8.07,nur eine Quelle (-15%),https://www.youtube.com/watch?v=Ui4O2qc44tQ,https://www.youtube.com/watch?v=Ui4O2qc44tQ;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_001,season_001_schedule_0108,Regular Season,regular_season,16. Spieltag – Sonntag der 04.01.2015 [12:00 -17:00],Silva,DiaSwordPlay,4 - 0,Silva,1,657,657,657,0.98,0.47,-0.09,664.5,0.99,0.48,-0.03,664.5,0.99,0.53,0.06,0.1,50,10,106.54,1.38,0.84,0.8,Silva,0,0,0,8.07,nur eine Quelle (-15%),https://www.youtube.com/watch?v=yaELyftpVHw,https://www.youtube.com/watch?v=yaELyftpVHw;https://www.youtube.com/user/FinaALFaNtAsyLP;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0167,Regular Season,regular_season,19. Spieltag - Sonntag der 26.07.2015 [12:00 -18:00],DaumenkinoLP,Scherany,4 - 0,DaumenkinoLP,1,473,473,473,0.99,0.5,-0.03,440.6,1.07,0.76,0.74,440.6,1.07,0.77,0.7,0.06,26,1,59.2,0.83,0.38,-0.53,DaumenkinoLP,0,0,0,8.06,nur eine Quelle (-15%),https://www.youtube.com/watch?v=nmMqM4JqnSE,https://www.youtube.com/watch?v=nmMqM4JqnSE;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
