record_key,holder_person_id,holder_name,holder_pokemon,value,season_id,week,match_id,video_url,superseded,source_urls
most_career_wins,person_present,PresentLP,,19,season_002,2. Spieltag - Sonntag der 22.03.2015 [12:00 -18:00],season_002_schedule_0029,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_present,PresentLP,,20,season_002,5. Spieltag - Sonntag der 12.04.2015 [12:00 -18:00],season_002_schedule_0125,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_present,PresentLP,,21,season_002,6. Spieltag - Sonntag der 19.04.2015 [12:00 -18:00],season_002_schedule_0157,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_present,PresentLP,,22,season_002,10. Spieltag - Sonntag der 17.05.2015 [12:00 -18:00],season_002_schedule_0078,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_present,PresentLP,,23,season_002,12. Spieltag - Sonntag der 31.05.2015 [12:00 -18:00],season_002_schedule_0126,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_present,PresentLP,,24,season_002,14. Spieltag - Sonntag der 21.06.2015 [12:00 -18:00],season_002_schedule_0007,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_present,PresentLP,,25,season_002,16. Spieltag - Sonntag der 05.07.2015 [12:00 -18:00],season_002_schedule_0063,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_present,PresentLP,,26,season_002,17. Spieltag - Sonntag der 12.07.2015 [12:00 -18:00],season_002_schedule_0095,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_shiro,Shiro,,27,season_002,19. Spieltag - Sonntag der 26.07.2015 [12:00 -18:00],season_002_schedule_0147,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_shiro,Shiro,,28,season_002,20. Spieltag - Sonntag der 02.08.2015 [12:00 -18:00],season_002_schedule_0170,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_shiro,Shiro,,29,season_002,21. Spieltag - Sonntag der 09.08.2015  [12:00 -18:00],season_002_schedule_0008,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_shiro,Shiro,,30,season_002,24. Spieltag - Sonntag der 30.08.2015 [12:00 -18:00],season_002_schedule_0104,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_shiro,Shiro,,31,season_002,25. Spieltag - Sonntag der 06.09.2015 [12:00 -18:00],season_002_schedule_0136,,1,https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0
most_career_wins,person_present,PresentLP,,32,season_003,1. Spieltag - Sonntag der 31.01.2016,season_003_schedule_0017,,1,https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0
most_career_wins,person_shiro,Shiro,,33,season_003,1. Spieltag - Mittwoch der 03.02.2016,season_003_schedule_0199,,1,https://docs.google.com/spreadsheets/d/16r_khFZJxguj1o1wSrDQO4vlJhSDhIdN8AbUJQbnDq0/edit#gid=0
