,,GPL Pokémon Kill Rang:,,,"
83,"0,98",Trikephalo,1,2,FanmadeLetsPlay,,,,,,,,,,,,,,,1,,,,,,,0
67,"0,99",Zapplarang,1,1,FanmadeLetsPlay,,,,,,,,,,,,,,,,,1
109,0,Bollterus,0,0,Fnupa
109,0,Elevoltek,0,0,Fnupa
51,"1,97",Galagladi,2,3,Fnupa,,,,,,,,,,1,,,,,,0,,,,,1
30,"2,97",Guardevoir,3,3,Fnupa,,,,,0,,,,,,,,,,,0,,,,,3
125,"-0,01",Heiteira,0,1,Fnupa,,,,,,,,,,,,,,,,,,,,,0
145,"-0,02",Lanturn,0,2,Fnupa,,,,,0,,,,,0
125,"-0,01",Lucario,0,1,Fnupa,,,,,0
83,"0,98",Mega Absol,1,2,Fnupa,,,,,0,,,,,1
23,"3,97",Panferno,4,3,Fnupa,,,,,,,,,,1,,,,,,2,,,,,1
104,"0,96",Quajutsu,1,4,Fnupa,,,,,0,,,,,0,,,,,,1,,,,,0
104,"0,96",Skorgro,1,4,Fnupa,,,,,0,,,,,0,,,,,,0,,,,,1
125,"-0,01",Starmie,0,1,Fnupa,,,,,,,,,,,,,,,,0
145,"-0,02",Arbok,0,2,KaffeconeLP,,0,,,0
125,"-0,01",Cavalanzas,0,1,KaffeconeLP,,,,,0
67,"0,99",Echnatoll,1,1,KaffeconeLP,,,,,1
83,"0,98",Fennexis,1,2,KaffeconeLP,,1,,,0
43,"1,98",Garados,2,2,KaffeconeLP,,,,,,,,,,,,,,,,0,,,,,,2
67,"0,99",Jiutesto,1,1,KaffeconeLP,,,,,,,,,,,,,,,,,,,,,,1
62,"1,95",Krebutack,2,5,KaffeconeLP,,0,,,0,,,,,,1,,,,,1,,,,,,0
67,"0,99",Mega Ampharos,1,1,KaffeconeLP,,,,,,,,,,,1
33,"2,96",Meloetta,3,4,KaffeconeLP,,2,,,,,,,,,0,,,,,1,,,,,,0
67,"0,99",Miltank,1,1,KaffeconeLP,,,,,,,,,,,1
20,"4,96",Panferno,5,4,KaffeconeLP,,0,,,,,,,,,3,,,,,1,,,,,,1
109,0,Shnurgast,0,0,KaffeconeLP
158,"-0,03",Skorgro,0,3,KaffeconeLP,,0,,,0,,,,,,0
43,"1,98",Snibunna,2,2,KaffeconeLP,,,,,,,,,,,,,,,,0,,,,,,2
125,"-0,01",UHaFniR,0,1,KaffeconeLP,,,,,,,,,,,,,,,,0
43,"1,98",Blitza,2,2,Morbol,,,,,,,1,,,,,1
125,"-0,01",Caesurio,0,1,Morbol,,,,,,,,,,,,0
99,"0,97",Fiaro,1,3,Morbol,0,,,,,,0,,,,,1
83,"0,98",Mega Turtok,1,2,Morbol,1,,,,,,0
125,"-0,01",Meistagrif,0,1,Morbol,,,,,,,0
109,0,Panferno,0,0,Morbol
67,"0,99",Panzaeron,1,1,Morbol,,,,,,,,,,,,1
67,"0,99",Scherox,1,1,Morbol,1
43,"1,98",Sumpex,2,2,Morbol,0,,,,,,,,,,,2
43,"1,98",Tangela,2,2,Morbol,0,,,,,,2
99,"0,97",Tentoxa,1,3,Morbol,0,,,,,,0,,,,,1
109,0,Togekiss,0,0,Morbol
29,"2,98",Austos ,3,2,PokemonFakten,,,,,,1,,,,,2
109,0,Machomei,0,0,PokemonFakten
83,"0,98",Maxax,1,2,PokemonFakten,,,,,,0,,,,,1
21,"3,98",Mega Guardevoir,4,2,PokemonFakten,,,,,,4,,,,,0
145,"-0,02",Meistagrif,0,2,PokemonFakten,,,,,,0,,,,,0
109,0,Ramoth,0,0,PokemonFakten
43,"1,98",Skelabra,2,2,PokemonFakten,,,,,,1,,,,,1
67,"0,99",Skorgro,1,1,PokemonFakten,,,,,,,,,,,1
109,0,Voltula,0,0,PokemonFakten
109,0,Zapplarang,0,0,PokemonFakten
6,"14,87",Arkani,15,13,PresentLP,,3,,0,-,2,,0,3,,0,,4,,2,,1,,0,0,,0
7,"13,83",Blitza,14,17,PresentLP,2,0,1,,,,2,,,0,2,1,0,0,0,1,2,0,1,0,0,2
145,"-0,02",Despotar,0,2,PresentLP,0,0
19,"5,78",Florges,6,22,PresentLP,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1
27,"3,81",Forstellka,4,19,PresentLP,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0
83,"0,98",Gastrodon,1,2,PresentLP,,,,,,,1,0
39,"1,99",Gengar,2,1,PresentLP,,,,,,,,,,2
13,"6,94",Hariyama,7,6,PresentLP,,2,0,,1,,2,,,,,,,,,1,,1
1,"32,8",Mega Pinsir,33,20,PresentLP,2,,4,0,0,0,,6,0,2,1,0,0,3,3,2,1,5,0,2,0,2
25,"3,94",Nidoking,4,6,PresentLP,0,,,2,2,0,,,0,,,0
1,"32,8",Quajutsu,33,20,PresentLP,,1,1,4,3,4,0,0,3,0,1,,2,2,1,2,2,0,4,1,1,1
67,"0,99",Simsala,1,1,PresentLP,,,,,,,,,,,,,,1
18,"5,96",Stalobor,6,4,PresentLP,,,,,,,,,,,,1,,,,,,,1,2,2
10,"8,89",Austos,9,11,Raizor Zockt,0,,1,,6,,0,1,0,0,0,0,,,,,0,,1
4,"17,8",Chaneira,18,20,Raizor Zockt,1,1,1,2,0,1,2,0,2,0,0,1,0,1,5,0,0,,0,0,,1
65,"1,93",Dragoran,2,7,Raizor Zockt,0,,0,1,0,0,0,,,1
125,"-0,01",Entei,0,1,Raizor Zockt,0
66,"1,85",Forstellka,2,15,Raizor Zockt,0,0,1,0,0,0,,,0,,,,0,0,0,,0,,0,0,0,1
16,"6,88",Mega Glurak Y,7,12,Raizor Zockt,,2,2,0,0,0,1,0,,0,0,0,,,0,,2
3,"21,85",Nidoking,22,15,Raizor Zockt,1,1,0,,0,,3,4,1,2,3,0,1,,,4,0,,,,1,1
145,"-0,02",Psiana,0,2,Raizor Zockt,,,,,,,,,,,,,,,,0,,,0
26,"3,92",Quajutsu,4,8,Raizor Zockt,,,,,,,,,,,,1,,0,0,1,,,0,1,0,1
33,"2,96",Ramoth,3,4,Raizor Zockt,,0,,3,,,,0,,,,,,,,0
15,"6,91",Symvolara,7,9,Raizor Zockt,,0,,,,0,,1,1,,0,,2,1,,1,,,,1
8,"11,91",Terrakium,12,9,Raizor Zockt,,,,,,,,,,,,4,1,4,0,,1,,0,2,0,0
125,"-0,01",UHaFniR,0,1,Raizor Zockt,,,,,,,,,,,,,,0
83,"0,98",Zobiris,1,2,Raizor Zockt,,,,,,1,0
14,"6,92",Zoroark,7,8,Raizor Zockt,,,,,,,,,2,3,1,,0,,1,,,,,0,0,0
158,"-0,03",Apoquallyp,0,3,Shiro-San,,,0,,0,,,0
125,"-0,01",Clavion,0,1,Shiro-San,,,,,0
145,"-0,02",Donphan,0,2,Shiro-San,,,0,,,,,0
109,0,Drifzepli,0,0,Shiro-San
158,"-0,03",Flampivian,0,3,Shiro-San,,,0,,0,,,0
83,"0,98",Kapilz,1,2,Shiro-San,,,,,0,,,1
12,"6,96",Lucario,7,4,Shiro-San,,,3,,4,,,0,,,,,,,,,,,0
99,"0,97",Mega Glurak X,1,3,Shiro-San,,,0,,,,,0,,,,,,1
11,"6,97",Monargoras,7,3,Shiro-San,,,3,,2,,,,,,,,,,,,,,2
145,"-0,02",Panzaeron,0,2,Shiro-San,,,,,,,,,,,,,,0,,,,,0
145,"-0,02",Rotom Wash,0,2,Shiro-San,,,,,,,,,,,,,,0,,,,,0
83,"0,98",Shaymin,1,2,Shiro-San,,,,,,,,,,,,,,1,,,,,0
39,"1,99",Snibunna,2,1,Shiro-San,,,,,,,,,,,,,,2
109,0,Symvolara,0,0,Shiro-San
83,"0,98",Victini,1,2,Shiro-San,,,,,,,,,,,,,,0,,,,,1
109,0,Apoquallyp,0,0,Silva
58,"1,96",Cresselia,2,4,Silva,,,2,,,,,,0,,,,,0,,,,,,0
67,"0,99",Forstellka,1,1,Silva,,,,,,,,,,,,,,1
33,"2,96",Grebbit,3,4,Silva,,,0,,,,,,0,,,,,0,,,,,,3
83,"0,98",Heiteira,1,2,Silva,,,1,,,,,,0
30,"2,97",Mega Bisaflor,3,3,Silva,,,0,,,,,,2,,,,,,,,,,,1
67,"0,99",Meistagrif,1,1,Silva,,,,,,,,,,,,,,,,,,,,1
109,0,Panferno,0,0,Silva
125,"-0,01",Porygon2,0,1,Silva,,,,,,,,,,,,,,0
58,"1,96",Quajutsu,2,4,Silva,,,0,,,,,,1,,,,,1,,,,,,0
51,"1,97",Rihornior,2,3,Silva,,,1,,,,,,0,,,,,,,,,,,1
109,0,Schwalboss,0,0,Silva
67,"0,99",Victini,1,1,Silva,,,,,,,,,,,,,,1
104,"0,96",Brutalanda,1,4,SurskitTV,0,,,,,,0,1,,,,,,,,,,0
166,"-0,04",Florges,0,4,SurskitTV,,,,,,,0,0,,,,,,,0,,,0
104,"0,96",Grypheldis,1,4,SurskitTV,0,,,,,,1,,,,,,,,0,,,0
125,"-0,01",Magnezone,0,1,SurskitTV,,,,,,,0
109,0,Maskeregen,0,0,SurskitTV
30,"2,97",Mega-Garados,3,3,SurskitTV,,,,,,,,,,,,,,,0,,,2,1
39,"1,99",Metagross,2,1,SurskitTV,,,,,,,,,,,,,,,,,,,2
67,"0,99",Monargoras,1,1,SurskitTV,,,,,,,,1
166,"-0,04",Morlord,0,4,SurskitTV,0,,,,,,0,0,,,,,,,,,,,0
43,"1,98",Porygon2,2,2,SurskitTV,,,,,,,,,,,,,,,,,,1,1
23,"3,97",Quajutsu,4,3,SurskitTV,,,,,,,,,,,,,,,2,,,1,1
51,"1,97",Rotom-Hitze,2,3,SurskitTV,2,,,,,,,0,,,,,,,0
43,"1,98",Simsala,2,2,SurskitTV,0,,,,,,2
58,"1,96",Wie-Shu,2,4,SurskitTV,0,,,,,,,1,,,,,,,0,,,,1
