,B,Wie-Shu,,,,,,,,,0,,1,,,1,,3,2,"0,67",,B,Roserade,,,,,,,,,,1,,,,1,,2,2,"1,00"
,B,Rabigator,,0,0,,0,0,,,,2,1,0,0,0,,9,3,"0,33",,B,UHaFniR,,0,2,,1,1,,,0,2,1,0,,,1,9,8,"0,89"
,B,Cerapendra,,,,1,1,2,,1,,,,,,,,4,5,"1,25",,B,Caesurio,,,,1,0,,1,,,,,,,0,,4,2,"0,50"
,C,Elezard,,,1,,,,0,,,1,1,1,,0,,6,4,"0,67",,C,Bronzong,,,2,0,,0,,0,,,0,,1,,1,7,4,"0,57"
,C,Silvarro,,2,,,,,,1,0,0,,0,0,,0,7,3,"0,43",,C,Tauros,,1,,,,,1,,,,,,,,2,3,4,"1,33"
,C,Amoroso,,,,,,,,,,1,,,,,0,2,1,"0,50",,C,Piepi,,,,,,,,,,,0,0,0,,,3,0,"0,00"
,D,Flamara,,,,,,,,,0,,,,1,,,2,1,"0,50",,D,Flunkifer,,,,,,,,,1,,,,,0,,2,1,"0,50"
,Out,Heatran,,0,0,0,0,0,0,0,,,,,,,,7,0,"0,00",,Out,Pixi,,2,0,0,2,1,1,0,,,,,,,,7,6,"0,86"
,Out,Lucario,,,0,0,,,0,,,,,,,,,3,0,"0,00",,Out,Rotom-Schneide,,,,,,,,,,,,,,,,0,0
,Out,Smogmog,,0,,,,4,1,,,,,,,,,3,5,"1,67",,Out,Kapoera,,,,,,,,,,,,,,,,0,0
,Out,Togetic,,,,,,,,,,,,,,,,0,0,,,Out,Deponitox,,2,,,,2,3,1,,,,,,,,4,8,"2,00"

,,,Present,,,,,,,,,,,,,,,Wins:   7,,,,,,Hydronic,,,,,,,,,,,,,,,Wins:   5
,,,https://www.youtube.com/user/Present,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/user/Hydronic
,,,,,,,,,,,,,,,,,,,gesamte Matches,14,,,,,,,,,,,,,,,,,,,,gesamte Matches,14
,Prekani,,Spieltag: ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Loses: 7,,,,Arktipico,,Spieltag: ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Loses: 9
,,,,W,L,W,W,W,L,L,W,L,L,W,L,W,L,,,,,,,,L,W,L,W,L,L,W,L,L,L,L,W,L,W
,Platz 3,,,Kills am Spieltag,,,,,,,,,,,,,,Matches,Kills,Kills pro Match,,Platz 7,,,Kills am Spieltag,,,,,,,,,,,,,,Matches,Kills,Kills pro Match
,S,Gortrom,,3,0,,1,3,,0,0,2,,,0,,0,9,9,"1,00",,S,Jirachi,,0,0,0,3,,,0,0,,0,1,4,,2,10,10,"1,00"
,S,Boreos-T,,2,1,1,,,0,0,0,,2,,,0,2,9,8,"0,89",,S,Knakrack,,1,2,,2,1,0,1,,0,1,1,0,0,1,12,10,"0,83"
,A,Primarene,,1,0,1,0,0,1,1,3,,1,1,0,0,0,13,9,"0,69",,A,Azumarill,,1,1,0,,0,2,1,0,1,0,0,,0,1,12,7,"0,58"
,A,Meistergrif,,,,,,,,,,2,0,2,1,2,1,6,8,"1,33",,A,Masskito,,,,,,,,,0,,,,,,2,2,2,"1,00"
,B,Fuegro,,,1,1,1,0,2,,1,0,0,0,,1,,10,7,"0,70",,B,Iksbat,,0,,0,0,1,,,1,,,0,,,,6,2,"0,33"
,B,Metagross,,0,,2,1,,,0,0,1,1,1,,,0,9,6,"0,67",,B,Porygon-Z,,1,,,1,2,0,,0,0,,,2,0,,8,6,"0,75"
,B,Monargoras,,,,,,,,,,0,,1,0,,1,4,2,"0,50",,B,Milotic,,,0,2,0,0,0,0,,1,,0,0,0,,10,3,"0,30"
,C,Keifel,,0,0,,0,0,,,,,,,0,,,5,0,"0,00",,C,Sniebel,,,2,1,,,,,,,0,,,0,,4,3,"0,75"
,C,Alola-Raichu,,,,,,,,,2,,,1,1,3,,4,7,"1,75",,C,Wolwerock-Tagform,,,,,,,,,,,,,0,,,1,0,"0,00"
,C,Piondragi,,,,,,,,,,,0,,,0,,2,0,"0,00",,C,Donarion,,,,,,,,,1,0,1,1,0,0,1,7,4,"0,57"
,D,Fletiamo,,,,,3,,,,,0,,,,,,2,3,"1,50",,D,Regigigas,,,,,,,,,,1,0,,,,1,3,2,"0,67"
,Out,Voltolos-T,,0,2,,,0,0,2,,,,,,,,5,4,"0,80",,Out,Rotom-Heat,,0,1,0,0,0,0,,,,,,,,,6,1,"0,17"
,Out,Tandrak,,,,0,,,1,,,,,,,,,2,1,"0,50",,Out,Moruda,,,,,,,,2,,,,,,,,1,2,"2,00"
,Out,Krawumms,,,,1,,3,0,,,,,,,,,3,4,"1,33",,Out,Galagladi,,,,,,,,2,,,,,,,,1,2,"2,00"
,Out,Kicklee,,,,,,,,1,,,,,,,,1,1,"1,00",,Out,Schlurplek,,,,,,,1,,,,,,,,,1,1,"1,00"

,,,ElektechN9ne,,,,,,,,,,,,,,,Wins:   6,,,,,,BelmontGabriel,,,,,,,,,,,,,,,Wins:   6
,,,https://www.youtube.com/user/ElektechN9ne,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/user/BelmontGabriel
,,,,,,,,,,,,,,,,,,,gesamte Matches,14,,,,,,,,,,,,,,,,,,,,gesamte Matches,14
,Elekids Club,,Spieltag: ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Loses: 8,,,,Igalima Impoleon,,Spieltag: ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Loses: 8
,,,,W,W,W,L,L,W,L,W,L,W,L,L,L,L,,,,,,,,L,L,L,L,L,W,W,L,W,L,W,W,L,W
,Platz 6,,,Kills am Spieltag,,,,,,,,,,,,,,Matches,Kills,Kills pro Match,,Platz 5,,,Kills am Spieltag,,,,,,,,,,,,,,Matches,Kills,Kills pro Match
,S,Katapuldra,,1,1,3,2,4,2,1,2,0,0,0,2,2,0,14,20,"1,43",,S,Durengard,,0,1,0,,0,0,2,0,0,,,0,1,0,11,4,"0,36"
,S,Necrozma,,3,3,0,0,,2,0,2,0,0,0,1,,1,12,12,"1,00",,S,Zapdos,,0,1,0,,0,0,2,0,2,0,3,0,0,1,13,9,"0,69"
,A,Kapu-Toro,,1,0,0,0,0,1,1,1,0,4,0,0,,,12,8,"0,67",,A,Lahmus,,0,0,0,0,0,0,0,1,0,,0,1,1,0,13,3,"0,23"
,A,Scherox,,0,0,2,1,0,1,0,1,0,1,,0,0,0,13,6,"0,46",,A,Nidoking,,,0,4,0,2,1,0,,,2,,2,,1,9,12,"1,33"
,B,Tentoxa,,0,,1,0,1,0,0,0,1,0,0,,1,,11,4,"0,36",,B,Viscogon,,,,,,,,,,3,,0,,1,3,4,7,"1,75"
,B,Clavion,,,,,,,,,,,1,0,0,,0,4,1,"0,25",,B,Guardevoir,,,,,0,1,4,1,2,,0,,3,,1,8,12,"1,50"
,B,Kosturso,,,,,,,,,,,,0,,0,1,3,1,"0,33",,B,Aranestro,,,,,,,,,,,0,,0,,,2,0,"0,00"
,C,Pampross,,,2,,,,,,,0,,,0,0,,4,2,"0,50",,C,Quartermak,,0,,1,1,,1,,0,,1,2,,2,,8,8,"1,00"
,C,Regirock,,,,,,,,,0,,,,,,,1,0,"0,00",,C,Aerodactyl,,,,,0,,,,,,,,,,,1,0,"0,00"
,C,Rotom,,,0,0,,,0,,,,,,,,1,4,1,"0,25",,C,Stahlos,,,,,,,,,0,1,,0,,0,,4,1,"0,25"
,D,Fiaro,,,,,,0,,,,,,,,0,,2,0,"0,00",,D,Alola-Snobilikat,,,,,,,,,,0,0,1,,,,3,1,"0,33"
,Out,Pandagro,,,,,0,,,,,,,,,,,1,0,"0,00",,Out,Chaneira,,0,,0,,0,,,,,,,,,,3,0,"0,00"
,Out,Boreos-I,,,,,,,,,,,,,,,,0,0,,,Out,Zoroark,,0,0,,,,,1,,,,,,,,3,1,"0,33"
,Out,Miltank,,1,,,,0,,0,,,,,,,,3,1,"0,33",,Out,Amigento-Drache,,,,,1,,,,,,,,,,,1,1,"1,00"
,Out,, ,,,,,,,,,,,,,,,0,0,,,Out,Tangela,,,0,,,,,,,,,,,,,1,0,"0,00"
